#{"t_start": 1647601932.2365656, "env_id": null}
r,l,t
-11524.818493,2880,19.697232
-11591.601244,2880,38.809549
-10048.496145,2880,56.700631
-9659.43956,2880,69.751052
-7915.622612,2880,88.742645
-8590.481678,2880,134.816126
-10901.362214,2880,154.291659
-9194.75141,2880,175.671172
-8609.217476,2880,195.409092
-3581.807253,2880,213.055342
-8064.19828,2880,226.053235
-3801.863092,2880,243.007045
-7294.042901,2880,291.803206
-10156.117033,2880,311.472825
-8397.32278,2880,333.018179
-8102.140579,2880,352.257136
-2681.488146,2880,368.250123
-3691.352607,2880,383.342854
-3454.953884,2880,399.700579
-7077.224305,2880,448.445216
-8276.220474,2880,467.543521
-4935.651831,2880,487.110808
-7975.308602,2880,508.233567
-3551.186642,2880,524.70712
-7815.072498,2880,539.839768
-7233.460539,2880,555.25925
-4806.655152,2880,601.742957
-10067.357609,2880,623.690935
-4835.576734,2880,643.125971
-8002.879349,2880,665.216665
-3483.431535,2880,682.603333
-7790.739315,2880,695.697507
-3233.639461,2880,739.926414
-10032.029756,2880,759.367878
-10118.54878,2880,781.394692
-4782.226772,2880,800.818525
-7868.917803,2880,822.750474
-3380.08448,2880,840.020802
-7556.226229,2880,853.113879
-3158.360798,2880,897.367158
-9859.916556,2880,916.628023
-9967.835369,2880,937.941155
-4712.003579,2880,957.684235
-7877.488016,2880,976.876187
-2109.499973,2880,996.897384
-7636.009036,2880,1010.027502
-3151.892262,2880,1053.828923
-10053.896903,2880,1073.385221
-8229.463894,2880,1092.682067
-4751.611549,2880,1114.181593
-2187.597923,2880,1133.757739
-3397.013495,2880,1154.17438
-3178.941277,2880,1167.242638
-7010.458247,2880,1208.796776
-9913.777128,2880,1230.051465
-8201.156188,2880,1249.709787
-4703.768685,2880,1271.473981
-2165.8292,2880,1290.955517
-3386.55774,2880,1309.93353
-7559.756525,2880,1325.111884
-6957.528485,2880,1367.265004
-9871.532774,2880,1389.079636
-8146.14596,2880,1408.298559
-4687.323992,2880,1427.996415
-7864.793747,2880,1449.599617
-3351.107373,2880,1468.286676
-7531.833283,2880,1483.427401
-6916.810502,2880,1526.426517
-9857.642764,2880,1545.888686
-8099.006944,2880,1565.17975
-4670.999462,2880,1584.278003
-7809.876517,2880,1605.910391
-3374.784654,2880,1625.087477
-7496.760199,2880,1644.009096
-6900.800367,2880,1691.814039
-9966.021491,2880,1711.400418
-8066.24344,2880,1732.994318
-7781.772275,2880,1752.341743
-2129.405618,2880,1773.825615
-7499.735909,2880,1793.28453
-3154.910681,2880,1810.145237
-6893.301459,2880,1860.614913
-9946.745403,2880,1880.084446
-8042.991832,2880,1901.538528
-7752.530713,2880,1921.162217
-2131.228368,2880,1940.357111
-3366.773047,2880,1961.923607
-3154.48349,2880,1978.229532
-6874.438541,2880,2029.204974
-9953.638707,2880,2048.625379
-8029.364604,2880,2067.928749
-4673.386138,2880,2089.236423
-2150.671356,2880,2108.720493
-3380.125168,2880,2130.068094
-3167.729305,2880,2146.80108
-6837.487219,2880,2196.019152
-9801.449264,2880,2217.553952
-8008.880339,2880,2237.024384
-4625.775909,2880,2258.374149
-2075.541545,2880,2277.762598
-3309.026793,2880,2299.033926
-3106.654859,2880,2316.210632
-6839.949964,2880,2365.993654
-9821.316715,2880,2387.328349
-7995.781799,2880,2406.824115
-4614.566905,2880,2428.327204
-2042.553796,2880,2447.546552
-3285.763331,2880,2466.994316
-7428.980061,2880,2486.284138
-6829.552119,2880,2537.471384
-9937.130536,2880,2558.713006
-4617.806638,2880,2577.946979
-7724.771846,2880,2597.467779
-2056.35579,2880,2618.836081
-7443.545064,2880,2638.285753
-3103.594675,2880,2656.734459
-4575.887782,2880,2707.892095
-9918.473156,2880,2727.315152
-8014.793835,2880,2748.766782
-7712.001277,2880,2768.266111
-2073.541645,2880,2789.906763
-7440.447955,2880,2809.231425
-3110.675243,2880,2825.786642
-6862.938899,2880,2879.765881
-9952.138185,2880,2899.380085
-8044.041422,2880,2920.812335
-7740.822494,2880,2939.817441
-2074.603241,2880,2959.288936
-3297.265804,2880,2980.894495
-3076.119751,2880,2997.401245
-6845.310437,2880,3051.931002
-9950.446089,2880,3071.012523
-8017.525268,2880,3092.73495
-7715.787172,2880,3111.985971
-2028.76447,2880,3131.241455
-3266.814174,2880,3152.956671
-3058.507111,2880,3169.80653
-6816.380277,2880,3225.243068
-7977.507571,2880,3244.596602
-4584.946993,2880,3264.154218
-7697.663062,2880,3286.348183
-3291.917664,2880,3305.573112
-7408.328916,2880,3327.507455
-6822.616614,2880,3343.686591
-4547.674204,2880,3397.57149
-9927.484322,2880,3419.916188
-4588.362076,2880,3439.615285
-7668.342139,2880,3462.073916
-3295.005998,2880,3482.074814
-7403.517875,2880,3501.726858
-3067.42657,2880,3520.729702
-4528.780733,2880,3575.58963
-9911.514352,2880,3598.269368
-4586.673841,2880,3618.030604
-7659.304091,2880,3637.72131
-2012.9056,2880,3660.408154
-7394.168731,2880,3680.227236
-3064.895299,2880,3734.732587
-9799.643114,2880,3754.199288
-9939.317093,2880,3773.76334
-7963.806989,2880,3796.124398
-7669.188847,2880,3815.655746
-2017.063821,2880,3837.857586
-7398.782765,2880,3857.444457
-3060.765689,2880,3912.352826
-9931.098329,2880,3931.982455
-7964.876789,2880,3951.435686
-4588.196777,2880,3973.488822
-2010.191222,2880,3992.860021
-3272.78148,2880,4014.837718
-3057.722772,2880,4034.483562
-6795.552678,2880,4087.21262
-9813.298422,2880,4109.09735
-7968.16089,2880,4128.337161
-4590.779604,2880,4150.049567
-2000.331348,2880,4169.494305
-3270.425521,2880,4188.730509
-7408.26511,2880,4210.630166
-6811.103978,2880,4263.050096
-9832.206163,2880,4284.591486
-7968.102658,2880,4304.014545
-4592.600083,2880,4323.264396
-7669.366254,2880,4344.762841
-3256.600645,2880,4364.180965
-7393.611692,2880,4385.573123
-6800.44914,2880,4438.732068
-9815.738942,2880,4457.863369
-9953.689578,2880,4480.113989
-4567.568495,2880,4500.227719
-7666.189945,2880,4521.652183
-3233.773406,2880,4540.973281
-7394.367325,2880,4560.266368
-3031.63324,2880,4616.593099
-9930.603658,2880,4636.236855
-7958.641636,2880,4657.775443
-7652.257686,2880,4677.512312
-1944.492544,2880,4698.727298
-7391.165214,2880,4718.128162
-3025.23606,2880,4737.322543
-6786.798469,2880,4793.517544
-9940.569545,2880,4813.095697
-7951.254252,2880,4834.299438
-7659.955834,2880,4853.806367
-1959.00966,2880,4873.040153
-3229.042454,2880,4894.600014
-3020.587045,2880,4913.965588
-6785.111491,2880,4969.361442
-9943.972992,2880,4988.883509
-7945.939666,2880,5007.962041
-4567.5792,2880,5029.614875
-1939.921291,2880,5048.859681
-3228.66887,2880,5070.332254
-3017.417482,2880,5089.77026
-6787.126968,2880,5143.628782
-9840.275932,2880,5165.154669
-7956.488463,2880,5184.544871
-4554.173649,2880,5205.859299
-1927.002326,2880,5225.499537
-3219.600092,2880,5244.640631
-7376.879323,2880,5266.20304
-6780.412241,2880,5320.434004
-9826.939216,2880,5341.879844
-7943.335711,2880,5361.420561
-4554.468781,2880,5380.657508
-7641.314936,2880,5402.297807
-3226.575933,2880,5421.541365
-7399.736281,2880,5442.788975
-6800.856422,2880,5498.104808
-9974.368406,2880,5519.586129
-4577.46235,2880,5538.977252
-7700.203748,2880,5558.259852
-1931.41589,2880,5579.661783
-7408.779513,2880,5599.081291
-3006.086078,2880,5620.421623
-4493.527913,2880,5675.18899
-9965.514105,2880,5694.39802
-7960.362573,2880,5715.688616
-7666.125367,2880,5735.151635
-1930.148587,2880,5756.570789
-7399.133356,2880,5776.158283
-3005.705556,2880,5795.393386
-6811.827012,2880,5851.727413
-9979.413479,2880,5871.219145
-7966.702456,2880,5892.432463
-7668.792017,2880,5912.110046
-1917.613543,2880,5931.424674
-3209.694752,2880,5952.719194
-3001.895329,2880,5972.122647
-6814.539105,2880,6029.456151
-9998.38699,2880,6049.001064
-7998.991496,2880,6068.12753
-4554.344903,2880,6089.513256
-1923.532118,2880,6109.028499
-3215.573459,2880,6130.408278
-3003.993406,2880,6149.854372
-6810.821324,2880,6205.516675
-9982.390124,2880,6227.365924
-4545.350789,2880,6246.766346
-7689.810086,2880,6268.157181
-3208.441417,2880,6287.983178
-7424.016349,2880,6309.656115
-6805.985866,2880,6328.735689
-4494.63388,2880,6384.800927
-9977.617106,2880,6406.575033
-4552.208486,2880,6426.210867
-7686.170531,2880,6447.878663
-3207.015475,2880,6467.418934
-7400.876789,2880,6486.973174
-2994.212885,2880,6508.105401
-4489.55495,2880,6563.847852
-9971.308157,2880,6585.113026
-4545.12737,2880,6604.451129
-7673.069071,2880,6623.976085
-1933.631539,2880,6646.102214
-7416.037596,2880,6665.782716
-2999.095159,2880,6686.834876
-4491.130288,2880,6742.785266
-9975.506772,2880,6762.2187
-7984.428176,2880,6783.603723
-7680.077061,2880,6803.126645
-1921.79333,2880,6824.458606
-7413.285815,2880,6843.740466
-2993.91559,2880,6900.645435
-9852.392106,2880,6921.796737
-7972.75674,2880,6941.10025
-4552.464496,2880,6962.379144
-1922.778728,2880,6981.8443
-3204.383025,2880,7001.246675
-7406.033713,2880,7022.826146
-6798.030609,2880,7079.753405
-9845.04255,2880,7101.227638
-7965.632735,2880,7120.604692
-4554.77941,2880,7142.056773
-1912.469989,2880,7161.223058
-3200.634897,2880,7180.712731
-7406.5103,2880,7201.963622
-6801.611569,2880,7258.02647
-9857.372492,2880,7279.589376
-7976.725288,2880,7298.775661
-4544.678798,2880,7318.289145
-7687.145894,2880,7339.674717
-3196.501562,2880,7359.125262
-7409.888906,2880,7380.548369
-6813.870187,2880,7436.291024
-9867.320178,2880,7455.916415
-9973.954054,2880,7476.980904
-4561.057989,2880,7496.507455
-7696.184416,2880,7518.083362
-3226.561918,2880,7537.306016
-7437.014255,2880,7556.811015
-3013.313712,2880,7615.320829
-9878.231288,2880,7634.693479
-10000.896407,2880,7655.945737
-4578.037255,2880,7674.943533
-7708.237468,2880,7694.421265
-1919.946773,2880,7715.794529
-7441.503174,2880,7735.248605
-3002.53276,2880,7793.190269
-10015.864519,2880,7812.400164
-8004.89618,2880,7832.107336
-4553.61766,2880,7853.91601
-1913.428037,2880,7873.33675
-3203.667919,2880,7894.745079
-2990.599226,2880,7914.101186
-6816.269355,2880,7972.719347
-9998.693694,2880,7991.886699
-8000.023019,2880,8011.606656
-4548.368701,2880,8032.956377
-1910.309743,2880,8052.456035
-3204.688911,2880,8074.445695
-2993.226661,2880,8093.635828
-6830.920997,2880,8150.431848
-9884.371866,2880,8171.732128
-8020.186369,2880,8191.121192
-4550.749102,2880,8212.786691
-1911.875675,2880,8232.374014
-3202.01033,2880,8251.756426
-7449.219142,2880,8273.334105
-6826.819573,2880,8330.012127
-9885.241123,2880,8351.534726
-8007.762256,2880,8370.633112
-4547.628273,2880,8390.128739
-7702.120949,2880,8411.554603
-3198.819454,2880,8430.848938
-7429.585675,2880,8452.55139
-6811.808623,2880,8507.64864
-9998.099187,2880,8527.462845
-8001.300244,2880,8548.820477
-7696.847231,2880,8568.224727
-1915.32753,2880,8589.704509
-7425.626005,2880,8608.787417
-2983.758303,2880,8628.174781
-6802.761623,2880,8687.001472
-10001.225944,2880,8706.390808
-8001.602994,2880,8728.197929
-7701.13202,2880,8747.439423
-1902.463932,2880,8769.248236
-7429.238569,2880,8789.117345
-2987.018388,2880,8808.727713
-6820.912069,2880,8867.105987
-9995.550729,2880,8886.256887
-8009.048699,2880,8907.963849
-7707.681274,2880,8927.122167
-1905.907888,2880,8946.683415
-3201.147635,2880,8967.959283
-2985.928482,2880,8987.22142
-6816.537314,2880,9045.478544
-10006.041674,2880,9064.64346
-8015.111439,2880,9084.174005
-4551.708398,2880,9105.469889
-1904.620982,2880,9124.71465
-3195.66824,2880,9146.569625
-2985.183558,2880,9165.745814
-6824.507404,2880,9220.991933
-10002.173464,2880,9242.505367
-4552.860038,2880,9261.81055
-7713.012722,2880,9283.525711
-3197.355378,2880,9302.704745
-7444.849584,2880,9322.182229
-2983.63697,2880,9343.484431
-4491.317976,2880,9398.168328
-10008.879193,2880,9419.907184
-4552.905686,2880,9439.06138
-7720.858752,2880,9458.517399
-1898.658135,2880,9479.890098
-7421.532184,2880,9499.089903
-2983.595499,2880,9520.820045
-4485.308587,2880,9576.141249
-9991.794021,2880,9597.695793
-4544.405987,2880,9616.905877
-7699.800472,2880,9636.416751
-1902.84332,2880,9658.131626
-7431.729334,2880,9677.300289
-2979.466066,2880,9698.950282
-4492.310553,2880,9754.304673
-9996.820379,2880,9773.732929
-8005.726447,2880,9795.446857
-7707.898526,2880,9814.648504
-1899.224852,2880,9836.432418
-7428.315486,2880,9855.591773
-2984.065015,2880,9874.921554
-6815.061996,2880,9931.632924
-8010.20675,2880,9950.872181
-4557.125624,2880,9972.865102
-1902.983929,2880,9992.042437
-3198.33505,2880,10011.359102
-7425.637245,2880,10033.199553
-6819.27929,2880,10089.486578
-9873.546172,2880,10109.896461
-8004.002855,2880,10129.202578
-4554.201875,2880,10148.764519
-7693.439189,2880,10170.950269
-3199.66007,2880,10190.302142
-7430.612453,2880,10212.624589
-6815.116411,2880,10268.153305
-9883.501145,2880,10286.934854
-9995.243216,2880,10310.26283
-4545.941931,2880,10329.971764
-7700.003294,2880,10352.511532
-3196.25138,2880,10372.223721
-7417.334824,2880,10394.811261
-6810.437581,2880,10449.605055
-9868.164923,2880,10469.399391
-9975.557119,2880,10492.401701
-4551.636787,2880,10512.251418
-7691.03322,2880,10535.130017
-3202.188474,2880,10554.994028
-7417.083168,2880,10574.729867
-2988.395115,2880,10632.200612
-9860.182848,2880,10651.521557
-9977.786345,2880,10674.065881
-4548.092813,2880,10693.706099
-7687.488139,2880,10713.349554
-1900.243747,2880,10736.000202
-7416.724212,2880,10755.601735
-2984.025351,2880,10811.770223
-9980.15805,2880,10830.994791
-7992.72564,2880,10850.462448
-4546.812457,2880,10872.52343
-1902.522414,2880,10892.251626
-3202.948028,2880,10915.079739
-2991.053264,2880,10934.581944
-6804.438604,2880,10987.89426
-9863.804588,2880,11009.762569
-7977.170237,2880,11029.191907
-4549.01163,2880,11051.317505
-1903.931441,2880,11070.6122
-3202.818375,2880,11089.981957
-7406.645327,2880,11111.940215
-6797.868765,2880,11164.747663
-9847.269914,2880,11186.273817
-7983.089024,2880,11205.386717
-4552.398277,2880,11226.784645
-1907.717088,2880,11246.315184
-3203.51308,2880,11266.232062
-7415.725072,2880,11288.47769
-6810.888438,2880,11341.308664
-9862.276277,2880,11362.772782
-7993.089897,2880,11382.28235
-4561.553122,2880,11401.658681
-7697.358349,2880,11423.236365
-3202.759716,2880,11443.335055
-7418.006721,2880,11464.977381
-6813.733484,2880,11516.975898
-9983.476913,2880,11536.224362
-8006.591171,2880,11557.948128
-7700.28041,2880,11577.12888
-1906.723031,2880,11598.473521
-7429.557305,2880,11617.955314
-2996.465131,2880,11637.175165
-6812.908313,2880,11691.422519
-9980.379009,2880,11710.725752
-7989.410592,2880,11732.067766
-7694.258741,2880,11751.583987
-1904.424636,2880,11771.350109
-3202.093628,2880,11793.310902
-2989.501021,2880,11812.648083
-6807.729895,2880,11866.169138
-9973.3155,2880,11886.299948
-7992.552502,2880,11905.331166
-4552.003115,2880,11927.152576
-1899.096228,2880,11946.52472
-3199.634052,2880,11968.001624
-2985.942934,2880,11987.565659
-6808.403388,2880,12040.546744
-9983.797656,2880,12059.915195
-7984.829937,2880,12079.271241
-4546.705677,2880,12100.596816
-1898.795043,2880,12119.990102
-3194.930747,2880,12141.601732
-2986.936517,2880,12160.929989
-6804.816931,2880,12210.434149
-9982.099934,2880,12231.716798
-4550.661059,2880,12251.130212
-7678.556755,2880,12272.318585
-3194.200703,2880,12291.781848
-7406.601881,2880,12311.074881
-2981.934598,2880,12332.417752
-4488.060921,2880,12381.301862
-9982.81199,2880,12402.617317
-4548.017716,2880,12421.752522
-7697.124991,2880,12441.471624
-1896.393782,2880,12462.972912
-7414.315442,2880,12482.487214
-2983.719955,2880,12503.770349
-4488.944318,2880,12553.126829
-9976.439896,2880,12572.581586
-7980.482662,2880,12593.957472
-7681.989898,2880,12613.389416
-1892.684523,2880,12634.771031
-7417.127425,2880,12654.32619
-2979.682805,2880,12674.17935
-6809.191897,2880,12725.299085
-9989.616865,2880,12744.686428
-7989.944149,2880,12765.823953
-7684.575032,2880,12784.992774
-1892.717556,2880,12806.68616
-7417.184532,2880,12825.793468
-2981.394468,2880,12845.789578
-6800.541956,2880,12895.276319
-7979.27254,2880,12914.456034
