#{"t_start": 1648711031.455874, "env_id": null}
r,l,t
-9043.442077,2880,9.248044
-9331.383546,2880,18.822163
-9077.313795,2880,28.976907
-9426.960325,2880,39.629544
-6675.490555,2880,50.523621
-4233.680079,2880,60.071781
-4443.3267,2880,94.507334
-3819.258244,2880,105.521674
-2357.553106,2880,117.831701
-1955.405839,2880,128.194115
-7772.783567,2880,137.864202
-3280.45607,2880,147.609022
-1878.347136,2880,157.991845
-2970.42137,2880,191.975362
-8529.686908,2880,206.534475
-3280.273841,2880,220.091132
-5122.467552,2880,233.902079
-778.796951,2880,246.34581
-3743.420999,2880,257.373714
-1716.070874,2880,270.333796
-3200.275445,2880,305.375628
-7093.304136,2880,315.360416
-7938.153148,2880,326.364633
-1662.534702,2880,336.626196
-3713.846542,2880,347.217283
-6740.314575,2880,356.986755
-8644.206087,2880,366.747304
-4504.508043,2880,401.720913
-7656.711966,2880,414.095607
-6174.986474,2880,430.310514
-2338.947643,2880,445.186125
-3311.851202,2880,459.984942
-11006.229455,2880,477.07634
-9835.649823,2880,487.143502
-4012.69817,2880,520.254728
-5100.819717,2880,530.120904
-4203.472439,2880,540.705606
-2005.743426,2880,550.472677
-6061.421785,2880,560.292444
-2211.563782,2880,570.713051
-1999.370751,2880,580.612156
-1628.803694,2880,613.093833
-2822.699124,2880,622.844417
-3054.003075,2880,632.604191
-1260.411191,2880,643.077898
-5985.047098,2880,652.766049
-3511.81097,2880,663.2421
-3004.090862,2880,672.992192
-1584.584347,2880,707.46036
-3470.22295,2880,717.77541
-1498.501369,2880,727.480687
-1768.116379,2880,737.988349
-3493.006959,2880,748.939927
-1505.669014,2880,760.730359
-1084.573847,2880,772.604737
-1413.110502,2880,804.529818
-3410.653978,2880,814.981872
-1416.648587,2880,824.855474
-2250.34729,2880,834.641289
-647.62699,2880,845.144604
-1677.042605,2880,854.768555
-953.924657,2880,865.233049
-1463.514823,2880,897.346961
-3018.712319,2880,907.133637
-2411.207377,2880,917.636674
-1741.248703,2880,927.402581
-4673.055207,2880,937.961096
-3511.733254,2880,947.697303
-1992.724778,2880,958.033712
-1394.146345,2880,991.578657
-2651.935324,2880,1001.392116
-2407.404812,2880,1011.941273
-1812.30806,2880,1021.681791
-4677.836772,2880,1032.228442
-3682.421261,2880,1042.158923
-2021.358285,2880,1051.785161
-1082.986751,2880,1084.429231
-2677.802597,2880,1094.159935
-2317.821058,2880,1104.63537
-1646.446453,2880,1114.257477
-4702.674177,2880,1124.067359
-2100.159462,2880,1134.584435
-1909.394944,2880,1144.283058
-1052.280477,2880,1177.18275
-2655.258885,2880,1187.023739
-2249.497861,2880,1196.655252
-988.757921,2880,1207.160014
-4571.521686,2880,1216.916509
-2253.941365,2880,1227.375517
-2099.931296,2880,1237.148049
-1214.642693,2880,1268.814048
-2781.677905,2880,1280.658925
-1070.803298,2880,1290.310396
-1771.992547,2880,1300.826937
-2121.741331,2880,1310.658138
-2546.177278,2880,1320.447047
-1966.66185,2880,1330.935682
-1373.947743,2880,1362.979426
-2753.246966,2880,1373.451311
-1070.548071,2880,1383.160967
-1774.534106,2880,1393.722615
-2140.916423,2880,1403.484337
-2560.583575,2880,1413.314685
-1873.687041,2880,1423.768272
-1325.174193,2880,1455.453466
-2681.496516,2880,1465.978313
-983.358445,2880,1476.06646
-1596.194244,2880,1485.789032
-4648.665513,2880,1496.259167
-3561.079739,2880,1506.020462
-1866.491679,2880,1516.536672
-1282.459801,2880,1548.237893
-2632.965861,2880,1557.943477
-2211.406898,2880,1569.725611
-1606.361043,2880,1579.524266
-4587.445328,2880,1590.051842
-3485.371971,2880,1599.813911
-1840.368708,2880,1609.639762
-1040.159817,2880,1645.752736
-1083.345751,2880,1657.372625
-1596.74978,2880,1675.658726
-3129.535797,2880,1688.351039
-1286.637268,2880,1698.590138
-814.966187,2880,1710.555559
-1009.076388,2880,1746.24716
-2695.465244,2880,1757.91032
-1063.100875,2880,1768.722634
-1607.777917,2880,1778.972163
-448.508887,2880,1790.67021
-1271.844647,2880,1801.436142
-839.849918,2880,1813.00864
-1005.059165,2880,1847.696881
-2680.14126,2880,1860.687125
-1053.272712,2880,1871.799082
-1584.879067,2880,1882.047211
-449.067671,2880,1892.90514
-1266.104161,2880,1903.152565
-857.657215,2880,1914.946636
-1017.070895,2880,1957.946608
-2721.074992,2880,1969.838529
-2584.779034,2880,1984.843085
-984.560231,2880,1996.154659
-1562.551007,2880,2008.618208
