#{"t_start": 1648800094.1462138, "env_id": null}
r,l,t
-10180.940314,2880,10.321123
-9030.934767,2880,20.627788
-6257.015476,2880,32.695791
-5650.894328,2880,43.003332
-7730.405107,2880,55.065409
-6515.973258,2880,65.383344
-3494.371939,2880,95.324831
-6737.260946,2880,107.389488
-1714.526182,2880,117.693598
-2877.839976,2880,129.758958
-7171.925615,2880,140.067332
-2250.201612,2880,150.374627
-1394.179864,2880,162.446853
-1506.646379,2880,192.416314
-4408.469366,2880,204.487198
-1631.91484,2880,214.792987
-2389.20574,2880,225.106724
-546.20015,2880,237.168766
-1735.313712,2880,247.474828
-1004.330906,2880,259.54496
-1197.994879,2880,289.514329
-3622.681888,2880,299.821205
-3441.871493,2880,311.883706
-1143.67319,2880,322.182081
-1993.238914,2880,334.228349
-2455.310102,2880,344.535377
-3108.794999,2880,354.834533
-2141.308872,2880,386.581862
-3365.026281,2880,396.876985
-3284.992616,2880,408.935235
-1122.07826,2880,419.228994
-1913.896793,2880,429.529928
-5486.286277,2880,441.592417
-4209.541595,2880,451.892606
-2114.077201,2880,483.641028
-3092.529994,2880,493.944237
-2510.75222,2880,506.004711
-1721.290396,2880,516.303793
-5249.494138,2880,526.59682
-2141.684126,2880,538.655332
-2040.181076,2880,548.959864
-1040.031573,2880,580.690681
-2959.425665,2880,590.991778
-2442.413127,2880,601.287729
-1040.916211,2880,613.347343
-5248.417276,2880,623.650462
-2154.637956,2880,635.713065
-1970.857709,2880,646.021851
-1026.888765,2880,676.001419
-2956.40946,2880,688.06733
-1056.754312,2880,698.374342
-1630.388984,2880,710.438152
-3318.937185,2880,720.741924
-1265.280353,2880,731.0501
-823.407039,2880,743.111617
-1006.873096,2880,773.100126
-2938.979546,2880,785.16519
-1054.797629,2880,795.463961
-1598.751865,2880,805.771595
-402.542404,2880,817.834246
-1230.887058,2880,828.139653
-817.596702,2880,840.194473
-991.770769,2880,870.169545
-2714.903677,2880,880.481364
-2222.943814,2880,892.555358
-1557.700789,2880,902.862271
-4907.773055,2880,914.939084
-3571.815544,2880,925.248423
-1835.453636,2880,937.318814
-1257.035322,2880,967.317645
-2597.199759,2880,977.622209
-2127.37151,2880,989.681282
-1513.834657,2880,999.990805
-4608.65015,2880,1012.058538
-3345.52496,2880,1022.367577
-1744.024816,2880,1032.67656
-947.469461,2880,1064.401873
-2583.011756,2880,1074.713786
-2123.266926,2880,1086.782408
-1528.561145,2880,1097.091714
-4704.111886,2880,1107.393048
-1876.991879,2880,1119.464745
-1769.866766,2880,1129.770683
-960.848439,2880,1161.48472
-2562.103878,2880,1171.791991
-2142.494128,2880,1182.092109
-934.254263,2880,1194.154876
-4723.907105,2880,1204.460082
-1880.455466,2880,1216.521859
-1766.86858,2880,1226.871418
-955.313583,2880,1256.836933
-2578.47194,2880,1268.901489
-935.22057,2880,1279.210084
-1512.437615,2880,1291.271475
-1884.051202,2880,1301.583865
-2455.916956,2880,1311.892787
-1793.480554,2880,1323.958409
-1239.401308,2880,1353.952071
-2626.879361,2880,1366.018447
-932.696356,2880,1376.321056
-1508.881457,2880,1388.381541
-1859.88616,2880,1398.684996
-2433.9624,2880,1408.991051
-1788.006167,2880,1421.054863
-1237.717007,2880,1451.007331
-2613.220499,2880,1463.072635
-922.994939,2880,1473.371527
-1515.324354,2880,1483.666938
-4710.025867,2880,1495.724656
-3396.336597,2880,1506.033225
-1769.71486,2880,1518.088703
-1226.183945,2880,1548.072891
-2506.877307,2880,1558.383799
-2083.09879,2880,1570.458352
-1506.054769,2880,1580.768359
-4588.45988,2880,1592.838461
-3342.508771,2880,1603.148019
-1733.827013,2880,1613.45804
-941.534558,2880,1645.206506
-1009.277339,2880,1655.513061
-1537.142203,2880,1667.589175
-3143.697722,2880,1677.901503
-1193.684875,2880,1688.207956
-761.115068,2880,1700.269293
-937.910234,2880,1730.25854
-2697.828377,2880,1742.328032
-994.523107,2880,1752.631871
-1511.771662,2880,1762.937691
-365.570875,2880,1774.996915
-1175.573047,2880,1785.304796
-741.176458,2880,1797.375294
-930.762972,2880,1827.378448
-2581.75024,2880,1839.443286
-994.71777,2880,1849.75454
-1492.455542,2880,1860.059507
-362.002424,2880,1872.11288
-1180.846412,2880,1882.421976
-741.897604,2880,1894.471403
-938.055963,2880,1924.487788
-2593.366701,2880,1934.798345
-2476.4256,2880,1946.863274
-912.64056,2880,1957.166604
-1466.390658,2880,1969.226237
-1818.018221,2880,1979.534898
-2327.528274,2880,1989.837372
-1698.066313,2880,2021.597266
-2580.67136,2880,2031.905853
-2440.780521,2880,2043.970315
-889.910627,2880,2054.27592
-1455.107885,2880,2064.565136
-4418.151977,2880,2076.63617
-3212.981044,2880,2086.951452
-1700.511535,2880,2118.768609
-2438.88258,2880,2129.076249
-2045.272969,2880,2139.382067
-888.076227,2880,2151.442858
-4408.918931,2880,2161.745161
-1805.259672,2880,2173.804516
-1702.568724,2880,2184.111481
-923.787996,2880,2214.110183
-2580.98581,2880,2226.18181
-980.363457,2880,2236.483934
-1494.398151,2880,2248.550493
-3022.825094,2880,2258.854877
-1179.405203,2880,2270.916849
-1728.348404,2880,2281.220309
-933.583829,2880,2311.226495
-2619.121181,2880,2323.300338
-995.506979,2880,2333.599118
-1496.151541,2880,2345.660357
-2969.366999,2880,2355.969245
-1173.67874,2880,2366.272463
-736.635205,2880,2378.332929
-922.941052,2880,2408.329424
-2547.603634,2880,2420.401623
-976.925561,2880,2430.712514
-1484.951324,2880,2441.020345
-348.088251,2880,2453.089844
-1159.626355,2880,2463.39818
-722.375601,2880,2475.452578
-916.578302,2880,2505.451311
-2414.255057,2880,2515.769131
-2024.171035,2880,2527.835126
-1440.883755,2880,2538.140517
-4342.497939,2880,2550.209525
-3157.349334,2880,2560.520894
-1675.049643,2880,2570.829939
-913.589387,2880,2602.551301
-2402.253789,2880,2612.851051
-2018.737578,2880,2624.920374
-1434.544751,2880,2635.232234
-4391.496347,2880,2645.535417
-1777.551686,2880,2657.595079
-1672.928463,2880,2667.894663
-919.201639,2880,2699.592222
-2393.041625,2880,2709.894483
-2016.299732,2880,2721.967951
-1456.96577,2880,2732.276991
-4446.10863,2880,2742.582008
-1781.192499,2880,2754.647435
-1679.371775,2880,2764.961989
-916.64145,2880,2796.666817
-2463.679192,2880,2806.97835
-2030.721063,2880,2817.287063
-900.142682,2880,2829.367297
-4603.179699,2880,2839.675785
-1800.647285,2880,2851.755092
-1691.469767,2880,2862.061341
-918.023573,2880,2892.028699
-2479.03706,2880,2904.099071
-902.841024,2880,2914.404667
-1473.009016,2880,2926.466682
-1812.889841,2880,2936.775086
-2384.601213,2880,2947.08061
-1715.48999,2880,2959.151622
-1193.237973,2880,2989.140067
-2476.468778,2880,3001.207666
-887.880045,2880,3011.505419
-1439.176407,2880,3021.806826
-4418.399977,2880,3033.932959
-3184.220605,2880,3044.25429
-1676.078999,2880,3056.326261
-1180.581244,2880,3086.312394
-2409.062071,2880,3096.620543
-2031.253889,2880,3108.701074
-1456.269196,2880,3119.013973
-4357.435093,2880,3131.090641
-3154.716453,2880,3141.402986
-1674.233112,2880,3153.474607
-1176.64633,2880,3183.46377
-2388.351726,2880,3193.772301
-2011.094745,2880,3205.838407
-1435.858784,2880,3216.153532
-4295.752186,2880,3228.216561
-3139.940274,2880,3238.523179
-1667.832223,2880,3248.828188
-911.784377,2880,3280.572559
-969.433961,2880,3290.882192
-1464.560759,2880,3302.951176
-2920.799278,2880,3313.269053
-1155.10135,2880,3323.581235
-716.8478,2880,3335.655309
-905.405378,2880,3345.965814
-1170.192306,2880,3377.707508
-964.019127,2880,3388.019124
-1460.586389,2880,3398.334186
-340.815975,2880,3410.407351
-1144.463496,2880,3420.720123
-714.771779,2880,3432.783387
-903.776311,2880,3462.768688
-2489.9771,2880,3473.082049
-2379.659202,2880,3485.158696
-869.087037,2880,3495.473752
-1422.652351,2880,3507.543409
-1765.470677,2880,3517.858002
-2269.836029,2880,3528.164664
-1666.410725,2880,3559.912065
-2531.457389,2880,3570.222384
-2404.862232,2880,3582.289075
-871.309402,2880,3592.598418
-1423.365168,2880,3604.673335
-1766.787885,2880,3614.980766
-2263.889937,2880,3625.286576
-1660.180795,2880,3657.031594
-2512.262359,2880,3667.340876
-2400.996643,2880,3679.417206
-873.615974,2880,3689.729169
-1428.054991,2880,3700.042126
-4340.565487,2880,3712.112384
-3177.572012,2880,3722.424021
-1668.758708,2880,3754.168693
-2412.643569,2880,3764.480923
-2013.03351,2880,3774.791105
-877.98466,2880,3786.871688
-4367.570904,2880,3797.181066
-1769.256634,2880,3809.253161
-1671.60391,2880,3819.57438
-908.83464,2880,3849.565797
-2543.991319,2880,3861.64061
-964.419866,2880,3871.950356
-1463.739544,2880,3884.017479
-2944.590867,2880,3894.332149
-1145.24375,2880,3904.645728
-727.071655,2880,3916.707924
-906.983134,2880,3946.730685
-2557.940808,2880,3958.81624
-964.267868,2880,3969.135147
-1470.715033,2880,3979.450557
-345.596562,2880,3991.521235
-1153.458383,2880,4001.842253
-725.60663,2880,4013.913727
-909.952515,2880,4043.905548
-2552.423004,2880,4055.974273
-966.751132,2880,4066.284799
-1478.019461,2880,4076.609174
-343.819139,2880,4088.680987
-1146.717395,2880,4098.993371
-723.757378,2880,4111.057854
-902.682236,2880,4141.072395
-2383.289608,2880,4151.391549
-2005.303869,2880,4163.456666
-1424.27309,2880,4173.772037
-4293.526747,2880,4185.84613
-3120.590647,2880,4196.166017
-1653.121236,2880,4206.47887
-902.160894,2880,4238.244515
-2371.782498,2880,4248.563584
-1993.540954,2880,4260.640639
-1421.092613,2880,4270.958513
-4320.139963,2880,4281.277246
-1758.784732,2880,4293.352717
-1655.47526,2880,4303.6695
-903.27069,2880,4335.421779
-2366.731665,2880,4345.738734
-1993.17436,2880,4356.060843
-869.564227,2880,4368.139811
-4326.953069,2880,4378.464974
-1762.306615,2880,4390.544052
-1651.854772,2880,4400.8675
-899.712548,2880,4430.892197
-2476.971423,2880,4442.967994
-960.186164,2880,4453.285471
-1450.240405,2880,4465.359322
-2884.818413,2880,4475.679779
-1144.204034,2880,4487.758125
-1656.349848,2880,4498.068478
-902.643746,2880,4528.106362
-2363.002049,2880,4540.192109
-865.781108,2880,4550.515645
-1414.871328,2880,4562.586943
-1755.980128,2880,4572.905641
-2244.330484,2880,4583.226696
-1652.000587,2880,4595.304636
-1161.14248,2880,4625.352178
-2359.787744,2880,4637.42472
-867.148984,2880,4647.739937
-1416.179071,2880,4658.064361
-4178.143217,2880,4670.143802
-3079.973531,2880,4680.469598
-1648.597139,2880,4692.552324
-1156.082218,2880,4722.631115
-2358.423538,2880,4732.941737
-1986.95446,2880,4745.00732
-1414.360928,2880,4755.319458
-4186.771302,2880,4767.396103
-3082.607601,2880,4777.718936
-1647.732277,2880,4788.042849
