#{"t_start": 1649095898.3313618, "env_id": null}
r,l,t
-4291.700243,2880,9.4509
-5971.25436,2880,18.881669
-7608.623092,2880,30.035868
-3809.077579,2880,39.470712
-1637.013085,2880,50.618061
-4736.772861,2880,60.048148
-6945.359413,2880,88.913844
-2946.634345,2880,100.046342
-1507.106325,2880,109.482749
-1240.048356,2880,120.613972
-764.599555,2880,130.044694
-499.279431,2880,139.473978
-364.40015,2880,150.616297
-5458.73354,2880,179.464232
-5212.249805,2880,190.616632
-164.755815,2880,200.044089
-9552.058421,2880,209.512426
-7353.979788,2880,220.688615
-4520.350156,2880,230.144549
-3753.469369,2880,241.305731
-2630.788581,2880,270.218731
-2486.808471,2880,279.661585
-296.650006,2880,290.787488
-2571.821794,2880,300.22903
-245.729465,2880,311.350282
-2973.774842,2880,320.785055
-470.230683,2880,330.23892
-1656.639829,2880,360.875832
-497.360425,2880,370.299649
-6879.807123,2880,381.429232
-310.263645,2880,390.862406
-5950.278259,2880,400.353884
-3629.399579,2880,411.506794
-5179.049005,2880,420.937242
-3991.459835,2880,451.530908
-1690.766488,2880,460.976844
-3886.841207,2880,472.130947
-657.360983,2880,481.562077
-303.287907,2880,490.995536
-677.10162,2880,502.133644
-220.110052,2880,511.578832
-647.662061,2880,542.18365
-316.105389,2880,551.613643
-2379.878969,2880,561.093499
-2314.35157,2880,572.278231
-2324.599823,2880,581.746637
-3955.029136,2880,593.010269
-4078.507176,2880,602.473258
-210.882705,2880,631.350663
-2566.095636,2880,642.505856
-1652.922987,2880,651.97937
-335.210915,2880,663.110394
-645.226122,2880,672.527017
-631.870604,2880,681.949539
-1363.697466,2880,693.089015
-1470.233206,2880,721.970036
-309.025497,2880,733.107063
-1233.014094,2880,742.525879
-523.581849,2880,751.947933
-585.753133,2880,763.080531
-3408.203206,2880,772.575301
-288.970138,2880,783.705498
-137.489033,2880,812.534313
-862.150272,2880,821.96593
-2629.804303,2880,833.106434
-95.890974,2880,842.530106
-939.037593,2880,853.671889
-1278.401624,2880,863.109009
-1864.318159,2880,874.243631
-3092.397015,2880,903.157263
-610.840714,2880,912.597856
-980.118076,2880,923.736328
-1150.449576,2880,933.173578
-385.658826,2880,944.301466
-2177.85478,2880,953.778583
-3192.080189,2880,963.228381
-511.628714,2880,993.809286
-1292.74537,2880,1003.253153
-335.822623,2880,1014.404994
-1907.016293,2880,1023.855592
-983.963927,2880,1033.292066
-3523.266316,2880,1044.44061
-1681.117127,2880,1053.876626
-496.573149,2880,1084.490721
-1957.705366,2880,1093.923439
-485.177055,2880,1103.357391
-855.712637,2880,1114.528734
-3472.950353,2880,1123.965903
-746.42052,2880,1135.107589
-339.359718,2880,1144.54613
-758.281768,2880,1173.460634
-1878.072119,2880,1184.594261
-612.72291,2880,1194.043069
-255.747131,2880,1205.187593
-118.920475,2880,1214.616458
-935.385388,2880,1224.056794
-435.38773,2880,1235.198068
-469.045798,2880,1264.093181
-1343.739678,2880,1275.269713
-292.176435,2880,1284.703274
-762.216234,2880,1295.850432
-1344.542201,2880,1305.308245
-1534.266833,2880,1314.757906
-165.648248,2880,1325.897473
-480.397073,2880,1354.787775
-2273.934827,2880,1365.92333
-1840.948007,2880,1375.357624
-1748.152757,2880,1384.799345
-520.891687,2880,1395.935627
-810.947166,2880,1405.374465
-496.471094,2880,1416.511492
-2309.683866,2880,1445.504634
-1936.955665,2880,1454.940261
-3414.071222,2880,1466.091545
-2968.216913,2880,1475.535459
-691.872019,2880,1486.665163
