,dataset_id,comfort_deviation,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,R,original_r,price
0,1/2016,0.0,2.8614702,0.0,4.75,21.005857902620033,23.0,0.0,0.0,23.86
1,1/2016,0.0,2.4814894,0.0,4.66,21.007360604995036,22.739874,0.0,0.0,23.4925
2,1/2016,0.0,2.158848,0.0,4.57,21.005116075719176,22.5141,0.0,0.0,23.125
3,1/2016,0.0003557502806685875,1.8845896,0.0,4.4799999999999995,20.99964424971933,22.317677,-2.5772613e-06,-0.00017787515,22.7575
4,1/2016,0.008610220232302623,1.6511054,0.0,4.39,20.991389779767697,22.146328,-6.2377425e-05,-0.0043051103,22.39
5,1/2016,0.01884956632213175,30.39488,0.6440294981002808,4.3,20.98115043367787,22.612547,-0.00057695346,-0.039819665,21.94
6,1/2016,0.029660013342148517,85.61599,1.8263415098190308,4.21,20.97033998665785,23.660542,-0.001455378,-0.100446,21.490000000000002
7,1/2016,0.03986821906136839,117.00068,2.4633203744888306,4.12,20.96013178093863,24.28526,-0.0019840698,-0.13693479,21.04
8,1/2016,0.050360670541582664,32.723053,0.6901313066482544,4.03,20.949639329458417,22.648733,-0.0008389714,-0.05790339,20.59
9,1/2016,0.06092759143072257,125.32543,2.6216922998428345,3.9400000000000004,20.939072408569277,24.413954,-0.002257255,-0.15578923,19.645
10,1/2016,0.0721347900218916,1.5140438,0.0,3.85,20.92786520997811,21.977827,-0.0005225862,-0.036067396,18.7
11,1/2016,0.08396921452112238,110.84818,2.326666831970215,3.76,20.916030785478878,24.0677,-0.0022144185,-0.15283279,17.755
12,1/2016,0.09565733078055061,60.57662,1.282055139541626,3.67,20.90434266921945,23.123587,-0.0015707014,-0.108405285,16.81
13,1/2016,0.10760024618164721,90.27823,1.8958836793899536,3.5324999999999998,20.892399753818353,23.678762,-0.0020875742,-0.14407836,16.96
14,1/2016,0.11948076974096367,87.47958,1.8312896490097046,3.395,20.880519230259036,23.633724,-0.0021330935,-0.14721997,17.11
15,1/2016,0.13243888122444147,11.2203455,0.21411895751953125,3.2575000000000003,20.86756111877556,22.094727,-0.0011220373,-0.077439785,17.259999999999998
16,1/2016,0.1456368268378192,137.14125,2.815551996231079,3.12,20.85436317316218,24.467299,-0.0030421389,-0.20995967,17.41
17,1/2016,0.15833634115859851,75.83149,1.5768266916275024,2.9825,20.8416636588414,23.3752,-0.0022458145,-0.15499966,17.3125
18,1/2016,0.17061433892318334,136.44434,2.776928186416626,2.8449999999999998,20.829385661076817,24.509312,-0.0032129926,-0.2217515,17.215
19,1/2016,0.1824277652120614,92.77472,1.9038491249084473,2.7075,20.81757223478794,23.750528,-0.00266584,-0.1839886,17.1175
20,1/2016,0.19544204814513577,16.028313,0.3102332353591919,2.57,20.804557951854864,22.22515,-0.0016481322,-0.11374934,17.02
21,1/2016,0.20923595725593103,108.86546,2.2194968461990356,2.4325,20.79076404274407,23.929537,-0.0030931954,-0.21348344,16.73
22,1/2016,0.22180452111640392,173.97682,3.448192298412323,2.295,20.778195478883596,25.140697,-0.0041276584,-0.2848791,16.439999999999998
23,1/2016,0.23462259800759,20.038122,0.38930511474609375,2.1574999999999998,20.76537740199241,22.336016,-0.0019900776,-0.13734943,16.15
24,1/2016,0.24799181942035275,137.5054,2.7456607818603516,2.02,20.752008180579647,24.464388,-0.003788934,-0.2615013,15.86
25,1/2016,0.260740679357923,61.45909,1.2504501342773438,2.1425,20.739259320642077,23.099995,-0.002779447,-0.19182943,16.435
26,1/2016,0.27346682360524,86.841225,1.7699443101882935,2.2649999999999997,20.72653317639476,23.540236,-0.0032394084,-0.22357464,17.009999999999998
27,1/2016,0.2868036511088974,13.128715,0.24749422073364258,2.3874999999999997,20.713196348891103,22.071768,-0.0022679958,-0.15653054,17.585
28,1/2016,0.29927345241831205,186.7912,3.7141626477241516,2.51,20.700726547581688,25.261696,-0.0048745577,-0.33642793,18.16
29,1/2016,0.3109064057683426,29.381208,0.5952762365341187,2.635,20.689093594231657,22.426916,-0.0026780951,-0.18483442,18.052500000000002
30,1/2016,0.32208305216502353,147.53127,2.990025043487549,2.76,20.677916947834976,24.61134,-0.0044709602,-0.3085728,17.945
31,1/2016,0.33093922102876405,184.96109,3.6950642466545105,2.885,20.669060778971236,25.37186,-0.0050774463,-0.35043073,17.8375
32,1/2016,0.3397443077670488,1.9065305,0.0,3.01,20.66025569223295,21.963331,-0.0024613044,-0.16987215,17.73
33,1/2016,0.34978349102060946,65.260445,1.362413763999939,3.1325,20.65021650897939,23.097572,-0.003479603,-0.24015218,18.240000000000002
34,1/2016,0.35920997295389157,126.343834,2.60800838470459,3.255,20.64079002704611,24.243408,-0.004432941,-0.30594882,18.75
35,1/2016,0.36869806316696696,24.032114,0.49076521396636963,3.3775,20.631301936833033,22.270447,-0.0030192675,-0.20838115,19.259999999999998
36,1/2016,0.37867717020911584,80.059364,1.6885396242141724,3.5,20.621322829790884,23.301542,-0.0039033496,-0.26939794,19.77
37,1/2016,0.3858930175221573,242.96054,4.854352623224258,3.76,20.614106982477843,26.31932,-0.0063159266,-0.43590707,20.765
38,1/2016,0.3910844738931445,60.81308,1.2874102592468262,4.02,20.608915526106856,23.13442,-0.0037143729,-0.25635532,21.759999999999998
39,1/2016,0.39534165159161105,153.58965,3.198962152004242,4.28,20.60465834840839,24.89191,-0.005089469,-0.35126048,22.755
40,1/2016,0.3990488891092099,43.099377,0.9184423685073853,4.54,20.60095111089079,22.791363,-0.0035154151,-0.24262382,23.75
41,1/2016,0.4035881662280829,40.147316,0.8641694784164429,4.8,20.596411833771917,22.637934,-0.0035055275,-0.2419414,24.32
42,1/2016,0.4069135995493909,177.62999,3.7384477257728577,5.0600000000000005,20.59308640045061,25.294872,-0.005521627,-0.3810868,24.89
43,1/2016,0.4096086592071124,16.110048,0.3299657106399536,5.32,20.590391340792888,22.168978,-0.0032008635,-0.22091438,25.46
44,1/2016,0.41223307478076165,119.424484,2.599411725997925,5.58,20.58776692521924,24.200672,-0.0047168154,-0.32554102,26.03
45,1/2016,0.4142287224097103,56.33291,1.2490049600601196,5.84,20.58577127759029,22.957869,-0.003817129,-0.26344725,26.2875
46,1/2016,0.4148873493450367,165.78624,3.583353281021118,6.1,20.585112650654963,25.131958,-0.0054077874,-0.37322992,26.545
47,1/2016,0.4148873493450367,146.41393,3.1939550042152405,6.36,20.586823995237527,24.883461,-0.0051270984,-0.35385758,26.8025
48,1/2016,0.41317600476247307,25.663559,0.5608634948730469,6.62,20.588708746460718,22.44301,-0.0033651297,-0.23225155,27.06
49,1/2016,0.4112912535392823,100.06424,2.231537103652954,6.5275,20.589397854211374,23.91181,-0.0044294787,-0.30570987,26.9425
50,1/2016,0.4106021457886264,170.61214,3.696197032928467,6.4350000000000005,20.590978961538614,25.326302,-0.005446666,-0.3759132,26.825
51,1/2016,0.40902103846138615,87.45125,1.9393175840377808,6.3425,20.593021581468275,23.76739,-0.004230281,-0.2919618,26.7075
52,1/2016,0.40697841853172534,45.928005,1.0192551612854004,6.25,20.59378182196584,22.861185,-0.0036138457,-0.24941722,26.59
53,1/2016,0.40765966303970913,10.413601,0.20617032051086426,6.1575,20.59234033696029,21.991638,-0.0031042069,-0.21424343,26.1925
54,1/2016,0.40974596152487663,132.51112,2.9051849842071533,6.0649999999999995,20.590254038475123,24.432837,-0.0048884116,-0.3373841,25.795
55,1/2016,0.40993618765199713,208.16899,4.406840443611145,5.9725,20.590167124000136,25.949795,-0.005986009,-0.41313708,25.3975
56,1/2016,0.4102088183887709,1.825059,0.0,5.88,20.58979118161123,21.916473,-0.0029717903,-0.20510441,25.0
57,1/2016,0.4119746660635748,106.457436,2.335469126701355,5.7875,20.588025333936425,23.978045,-0.0045270617,-0.31244478,24.8575
58,1/2016,0.4129991643955506,149.1182,3.2111477851867676,5.695,20.58700083560445,24.841177,-0.005152602,-0.35561776,24.715
59,1/2016,0.4149832959699964,1.7583923,0.0,5.6025,20.585016704030004,21.856833,-0.0030063794,-0.20749165,24.572499999999998
60,1/2016,0.41785432643746745,133.79497,2.8943241834640503,5.51,20.582145673562533,24.460314,-0.004965755,-0.34272212,24.43
61,1/2016,0.42050781569056994,99.762794,2.1698906421661377,5.324999999999999,20.57949218430943,23.840797,-0.004491881,-0.3100167,25.54
62,1/2016,0.424843472577475,3.9632344,0.05290067195892334,5.14,20.575156527422525,21.82454,-0.003135236,-0.21638496,26.65
63,1/2016,0.42872432741204847,244.54672,5.011158227920532,4.955,20.57127567258795,26.416246,-0.0066492036,-0.4589089,27.76
64,1/2016,0.4313136906780244,90.72855,1.9467741250991821,4.77,20.568686309321976,23.725079,-0.0044392664,-0.3063854,28.87
65,1/2016,0.43382968145903433,155.95947,3.2645598649978638,4.5874999999999995,20.566170318540966,24.963964,-0.0054026353,-0.37287432,31.0125
66,1/2016,0.43647657100285997,87.164856,1.8524912595748901,4.404999999999999,20.56352342899714,23.692879,-0.0044250344,-0.30540314,33.155
67,1/2016,0.440564051500413,56.333183,1.1972204446792603,4.2225,20.559435948499587,23.028803,-0.0040079216,-0.2766152,35.2975
68,1/2016,0.44502361907241195,155.30048,3.2175613045692444,4.04,20.554976380927588,24.879587,-0.0054741823,-0.3778123,37.44
69,1/2016,0.44952723819527307,89.41,1.8790419101715088,3.8575,20.550472761804727,23.679123,-0.0045521115,-0.31417364,37.4325
70,1/2016,0.45568034591931195,34.581722,0.7186449766159058,3.675,20.544319654080688,22.537306,-0.0038022725,-0.2624219,37.425
71,1/2016,0.46176447880743865,206.71577,4.157337963581085,3.4925,20.53823552119256,25.71156,-0.0063404273,-0.43759802,37.4175
72,1/2016,0.4679552612635085,40.550762,0.8376227617263794,3.31,20.53204473873649,22.69307,-0.0039776852,-0.27452838,37.41
73,1/2016,0.47370227675702026,237.74722,4.683835923671722,3.1575,20.52629772324298,26.259098,-0.0068765306,-0.47459835,36.8925
