#{"t_start": 1648716121.4149601, "env_id": null}
r,l,t
-8455.703829,2880,11.095614
-12668.571093,2880,22.115199
-9969.607979,2880,33.519003
-11721.528259,2880,44.636777
-9164.580081,2880,55.777385
-8446.198452,2880,66.782892
-7216.958838,2880,102.369113
-5093.092934,2880,114.404287
-2731.194984,2880,125.79155
-3384.726986,2880,138.314048
-7209.537171,2880,150.106881
-6146.167356,2880,161.956009
-5308.363767,2880,175.118474
-4600.75801,2880,210.694889
-11424.020327,2880,222.402284
-6525.707707,2880,232.789024
-4117.705831,2880,242.830827
-3363.17902,2880,253.790684
-2209.55099,2880,263.972212
-4180.469081,2880,275.463069
-3922.327258,2880,314.343432
-9991.860806,2880,325.792076
-2500.345953,2880,336.614433
-4179.527034,2880,346.390725
-1415.827235,2880,357.062196
-1641.733772,2880,368.231762
-2411.387281,2880,380.024765
-1639.614684,2880,421.468022
-5786.679601,2880,434.344076
-1992.889365,2880,447.717552
-2712.144501,2880,459.260559
-1233.083125,2880,469.78095
-3822.702143,2880,480.458629
-3127.092064,2880,490.116886
-1713.22943,2880,523.380638
-1539.814596,2880,533.590931
-2345.595747,2880,544.897691
-1345.402792,2880,554.981642
-3793.562479,2880,564.576733
-2779.716473,2880,574.822235
-1462.935383,2880,584.303243
-1998.727835,2880,619.904526
-1578.469052,2880,631.480069
-2539.069037,2880,645.044828
-2241.453354,2880,663.046617
-3427.110012,2880,686.429068
-2690.895607,2880,709.545897
-1315.957415,2880,725.660096
-1821.894132,2880,766.398199
-4516.051555,2880,777.98919
-2263.711861,2880,788.440819
-2066.5881,2880,801.670038
-3617.586733,2880,814.197684
-2743.066608,2880,827.038967
-2281.971538,2880,841.102798
-1896.8587,2880,884.302686
-4577.859423,2880,900.529957
-2314.487039,2880,915.639908
-2027.192946,2880,929.88542
-1047.384712,2880,944.83522
-1373.171557,2880,958.597329
-2235.897303,2880,972.502356
-1881.679897,2880,1015.767438
-1405.63454,2880,1029.230912
-2325.50419,2880,1044.133687
-1023.861487,2880,1057.927289
-3401.533299,2880,1073.402947
-2167.969082,2880,1087.392892
-1281.400362,2880,1102.893535
-848.766645,2880,1153.443276
-1353.539238,2880,1170.397736
-2276.129757,2880,1187.159328
-1029.224803,2880,1203.097196
-3492.98857,2880,1219.637598
-2204.144445,2880,1234.109408
-1266.034114,2880,1247.69647
-1774.965693,2880,1288.948845
-1346.401941,2880,1300.710255
-2206.184684,2880,1313.355615
-1067.756462,2880,1325.584439
-3339.388465,2880,1338.207776
-2556.67976,2880,1351.810318
-1279.975207,2880,1366.145594
-1774.023916,2880,1418.199646
