,dataset_id,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,comfort_deviation
46,1/2016,281.912446167786,4814.150913510855,6.1,20.96643201596824,34.3756,0.0363263058574574
47,1/2016,286.3862227554442,4919.774269110177,6.36,20.971165007865316,34.3814,0.0335679840317624
48,1/2016,294.9538914877168,5084.9160652657465,6.62,20.9787602800972,34.4822,0.0288349921346871
49,1/2016,296.7202017514451,5104.672813451745,6.5275,20.984133148547,34.4796,0.0212397199028018
50,1/2016,300.66781071292075,5156.529365259614,6.4350000000000005,20.98763398251498,34.5171,0.0158668514529978
51,1/2016,305.73145656800307,5223.344059575691,6.3425,20.98967694036813,34.5829,0.0123660174850215
52,1/2016,311.27584709985314,5295.171146803413,6.25,20.99066051208913,34.6677,0.0103230596318688
53,1/2016,316.94832191234923,5366.66340013248,6.1575,20.9909310259864,34.7654,0.0093623209480497
54,1/2016,322.6422102823738,5436.37387398947,6.065,20.990774497786123,34.8728,0.0092255022138765
55,1/2016,328.42177582542064,5505.426274517141,5.9725,20.990425588431965,34.989,0.0095744115680354
56,1/2016,334.4664317945636,5576.54964909025,5.88,20.99008550881697,35.1154,0.0099144911830251
57,1/2016,341.02263635057864,5653.280712042765,5.7875,20.989943015647462,35.2551,0.0100661784723214
58,1/2016,348.35490074339333,5739.198218945155,5.695,20.990194030369597,35.4117,0.0101567443437637
59,1/2016,356.68583258242063,5837.0460504803705,5.6025,20.991055902350148,35.5891,0.0098237390442541
60,1/2016,366.1140514810063,5947.6082730263815,5.51,20.99277205647756,35.7893,0.0089440976498522
61,1/2016,373.6055173028927,6016.209768727948,5.324999999999999,20.99399965946436,35.9589,0.0072294950700602
62,1/2016,381.7295805593802,6091.755476284586,5.14,20.99481031959954,36.1369,0.006053294674988
63,1/2016,390.21863666064974,6170.165985863695,4.955,20.995288943758883,36.3204,0.0052989117029831
64,1/2016,398.8890147702122,6248.783819853913,4.77,20.99551467895361,36.507,0.0048633191781171
65,1/2016,407.7032021282474,6327.425504429741,4.5875,20.995594464099653,36.6962,0.0046633675637082
66,1/2016,416.5016464484099,6403.663419779541,4.404999999999999,20.995577338419,36.885,0.0046005883665891
67,1/2016,425.2250707759789,6476.8637818794,4.2225,20.99549077738372,37.0722,0.0046293258307592
68,1/2016,433.8202009859394,6546.513024757684,4.04,20.99534123968845,37.2565,0.004725384170495
69,1/2016,442.23445454788,6612.140119170498,3.8575,20.995115063961222,37.4364,0.0048854474762727
70,1/2016,450.4173322309733,6673.330392062198,3.675,20.99477951278804,37.6109,0.005220487211961
71,1/2016,458.3297023585862,6729.836206553906,3.4925,20.99428427047157,37.7788,0.0057157295284255
72,1/2016,465.96261409791583,6781.794959678904,3.31,20.99356416814193,37.9396,0.0064358318580701
73,1/2016,474.4510258915002,6847.769301488615,3.1575,20.99306627268927,38.1113,0.0069337273107308
74,1/2016,482.805209730278,6910.641545197803,3.005,20.992775567096487,38.2799,0.0072244329035129
75,1/2016,491.0664533547904,6971.071774819871,2.8525,20.992665165345485,38.4456,0.0074213452821148
76,1/2016,499.2055777654455,7028.832177471294,2.7,20.992699205954843,38.6077,0.0075071239950794
77,1/2016,507.0240774299498,7081.328339529058,2.545,20.99278731079345,38.7631,0.0074612894206538
78,1/2016,514.4373900186165,7128.225004837368,2.39,20.992860564974325,38.9106,0.00737099410183
79,1/2016,521.2023103074256,7167.000574036392,2.2350000000000003,20.992826077046065,39.0468,0.007308622296815
