,dataset_id,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,comfort_deviation
4794,2/2016,67.14765904817874,1482.442515603118,6.0325,21.019289665098007,23.8177,0.0
4795,2/2016,67.68731736138707,1497.4500746530753,6.135,21.020667407415168,23.8245,0.0
4796,2/2016,68.23892847027936,1512.7533098044664,6.2375,21.02217491676068,23.8318,0.0
4797,2/2016,68.79232235349154,1528.1348933869083,6.34,21.023813911078896,23.8395,0.0
4798,2/2016,66.74902165140327,1483.8280389621168,6.32,21.02525235567731,23.7902,0.0
4799,2/2016,64.72834427982349,1439.9530383232195,6.3,21.026490022882832,23.7411,0.0
4800,2/2016,62.702456249519486,1395.910581212963,6.279999999999999,21.027526718445905,23.6915,0.0
4801,2/2016,60.65283124810989,1351.2986489183952,6.26,21.028362211341825,23.6412,0.0
4802,2/2016,58.67049059289923,1308.153660843313,6.2425,21.02900307448076,23.592,0.0
4803,2/2016,56.44390007027478,1259.6494975723967,6.225,21.02944876850842,23.5375,0.0
4804,2/2016,53.846063655340615,1202.992744669595,6.2075000000000005,21.02969784476715,23.4748,0.0
4805,2/2016,50.956628181328014,1139.8636186334836,6.19,21.02974790102932,23.4056,0.0
4806,2/2016,48.025990446849534,1075.6867718885544,6.1725,21.02959610619317,23.335,0.0
4807,2/2016,45.25752196331436,1014.911450745211,6.155,21.02923989645029,23.2673,0.0
4808,2/2016,42.94704467755559,964.0620277249908,6.1375,21.02867772566378,23.2087,0.0
4809,2/2016,41.29847010167695,927.6861871895376,6.12,21.027909795435825,23.1637,0.0
4810,2/2016,41.58101012165055,934.5191644366072,6.140000000000001,21.02704118837176,23.1599,0.0
4811,2/2016,42.63691516185564,958.376885119744,6.16,21.026078209354903,23.1727,0.0
4812,2/2016,43.66069212973063,981.5265509844506,6.18,21.025028074930187,23.1851,0.0
4813,2/2016,44.62952108659734,1003.4669478217578,6.2,21.023897631246697,23.1966,0.0
4814,2/2016,45.62162997299909,1025.972709671809,6.2225,21.02270018061396,23.2091,0.0
4815,2/2016,46.5200099450585,1046.4198507899705,6.245,21.02144185111169,23.2198,0.0
4816,2/2016,47.0717551556213,1059.2520150130797,6.2675,21.02012789736233,23.2235,0.0
4817,2/2016,47.38513828042319,1066.8485384006476,6.29,21.018762513907035,23.2224,0.0
4818,2/2016,47.44241436929092,1068.7584213084929,6.3100000000000005,21.01734227694653,23.2161,0.0
4819,2/2016,47.32666532331287,1066.858494936855,6.33,21.01586985197733,23.2062,0.0
4820,2/2016,47.06493086119755,1061.7372493622704,6.35,21.014347331969635,23.1933,0.0
4821,2/2016,46.77270524672743,1055.9341942712424,6.37,21.012776473497368,23.1797,0.0
4822,2/2016,48.69733792199044,1101.3620107546517,6.4925,21.011438233630532,23.2154,0.0
4823,2/2016,50.65971215112526,1147.7620531592977,6.615,21.010336008855745,23.2524,0.0
4824,2/2016,52.63440406765461,1194.5720923431156,6.737500000000001,21.00947316827026,23.2904,0.0
4825,2/2016,54.67834079196187,1243.049705885164,6.86,21.00885310331484,23.3304,0.0
4826,2/2016,56.68855804657628,1290.916722543811,6.9825,21.008479154641154,23.3703,0.0
