#{"t_start": 1649237133.0999167, "env_id": null}
r,l,t
-25888.269033,2880,10.117338
-27571.9094,2880,20.222114
-22412.56076,2880,32.057008
-21167.967009,2880,42.147752
-22047.970183,2880,53.977021
-13410.188017,2880,64.069215
-12949.295605,2880,93.37872
-12635.381079,2880,105.222146
-10816.166588,2880,115.330693
-4959.469256,2880,127.159487
-16683.23603,2880,137.256807
-6830.207422,2880,147.348414
-13005.825007,2880,159.187943
-5748.292608,2880,188.529531
-18431.306244,2880,200.350695
-7215.192005,2880,210.446322
-4124.629412,2880,220.545818
-9943.090485,2880,232.382931
-12300.259353,2880,242.483123
-4626.452758,2880,254.332113
-10448.974415,2880,283.665403
-22862.744538,2880,293.775509
-22549.286364,2880,305.624301
-23505.543484,2880,315.740692
-17703.470561,2880,327.587974
-6927.619676,2880,337.702393
-14040.544571,2880,347.819512
-16271.245961,2880,378.919891
-22164.418195,2880,389.022609
-25778.686205,2880,400.866271
-5115.352523,2880,410.971942
-5949.067529,2880,421.068684
-33714.285753,2880,432.917403
-26842.28561,2880,443.017632
-15583.809798,2880,474.079173
-24213.617655,2880,484.197566
-11527.696707,2880,496.033772
-4884.15899,2880,506.144169
-32147.409375,2880,516.239028
-7124.14943,2880,528.075961
-14196.508498,2880,538.168033
-11686.198804,2880,569.212882
-21700.712269,2880,579.308603
-10585.36,2880,589.412049
-3516.536086,2880,601.251656
-30939.080697,2880,611.353516
-6146.448364,2880,623.186548
-13131.624037,2880,633.283867
-11048.30371,2880,662.59873
-15057.916867,2880,674.461652
-10855.445841,2880,684.564535
-4882.33873,2880,696.415273
-9933.6717,2880,706.520262
-13372.240219,2880,716.622741
-3119.243718,2880,728.455278
-10015.109174,2880,757.789112
-13005.495956,2880,769.62621
-8510.079707,2880,779.71944
-5537.036409,2880,789.80988
-2824.07193,2880,801.650913
-12071.107715,2880,811.751788
-2924.665941,2880,823.589482
-9386.43908,2880,852.895978
-15659.067161,2880,863.00088
-6403.418185,2880,874.851614
-3777.508716,2880,884.967073
-22538.03295,2880,896.829528
-15132.685497,2880,906.943436
-10685.150298,2880,918.800189
-6641.617816,2880,948.135076
-14180.507533,2880,958.247889
-6729.160198,2880,970.107794
-3599.847599,2880,980.271898
-19847.360381,2880,992.127285
-13032.097116,2880,1002.247123
-8588.408365,2880,1012.34626
-6987.220974,2880,1043.400882
-13691.77554,2880,1053.5058
-6202.960003,2880,1065.343603
-3546.498454,2880,1075.448159
-19235.037661,2880,1085.553577
-4514.418667,2880,1097.384528
-8101.856297,2880,1107.473789
-6279.083331,2880,1138.512392
-12480.102441,2880,1148.607715
-6315.534054,2880,1158.696651
-2267.492282,2880,1170.517429
-18741.798616,2880,1180.610639
-4453.958802,2880,1192.438425
-7434.196143,2880,1202.518463
-5754.952749,2880,1231.7977
-11953.680042,2880,1243.630646
-2310.504661,2880,1253.731397
-3600.61296,2880,1265.564219
-4821.186114,2880,1275.657619
-5116.466354,2880,1285.758998
-7808.78584,2880,1297.583477
-5128.31843,2880,1326.871255
-11679.85666,2880,1338.711479
-2608.825863,2880,1348.80372
-3931.85116,2880,1360.635496
-5286.62237,2880,1370.728473
-5382.128301,2880,1380.819627
-7185.202261,2880,1392.642983
-4601.49103,2880,1421.943171
-10623.864333,2880,1433.768368
-2835.603398,2880,1443.861568
-4113.672472,2880,1453.948681
-17161.9491,2880,1465.777302
-11722.886429,2880,1475.863184
-7214.226946,2880,1487.691305
-4951.187956,2880,1516.976177
-10748.961091,2880,1527.070168
-6251.294681,2880,1538.904226
-4020.160606,2880,1548.998976
-16179.672928,2880,1560.860077
-10761.563958,2880,1570.958434
-6111.769006,2880,1581.053048
-4150.409504,2880,1612.101355
-4537.241023,2880,1622.210129
-3731.487723,2880,1634.05207
-8213.939636,2880,1644.158146
-5314.789425,2880,1654.260955
-2311.611497,2880,1666.104588
-3677.672448,2880,1695.402114
-8208.191826,2880,1707.257815
-3943.209245,2880,1717.357274
-4046.595312,2880,1727.455422
-1129.920455,2880,1739.27209
-5340.780767,2880,1749.386351
-2240.856019,2880,1761.225913
-3943.403025,2880,1790.534746
-8219.383867,2880,1802.361123
-4117.712432,2880,1812.454092
-3720.076073,2880,1822.551263
-1116.667725,2880,1834.386719
-5266.022742,2880,1844.478805
-2205.825909,2880,1856.309649
-3895.784324,2880,1885.692717
-8176.559427,2880,1895.79228
-9726.063461,2880,1907.63634
-2369.578871,2880,1917.741396
-3505.399304,2880,1929.582158
-4465.423884,2880,1939.69184
-4882.411973,2880,1949.796093
-5988.469206,2880,1980.852789
-8445.092163,2880,1990.942239
-9914.123384,2880,2002.783141
-2273.292529,2880,2012.879389
-3669.517087,2880,2022.976554
-16374.397157,2880,2034.807487
-11109.203472,2880,2044.912321
-6221.351165,2880,2075.950809
-10301.949822,2880,2086.045476
-5971.400654,2880,2096.13669
-2327.890913,2880,2107.997725
-16601.033216,2880,2118.137865
-4682.801211,2880,2130.024594
-6173.911349,2880,2140.143568
-4546.606484,2880,2169.461064
-8734.74127,2880,2181.299335
-4518.293121,2880,2191.391005
-3610.186322,2880,2203.23466
-8443.480191,2880,2213.344666
-6000.003714,2880,2225.189072
-6172.575945,2880,2235.291838
-4544.628515,2880,2264.628107
-8953.694072,2880,2276.48005
-4953.007644,2880,2286.579196
-4051.20007,2880,2298.434303
-8559.031009,2880,2308.541835
-6205.416841,2880,2318.648173
-2350.519762,2880,2330.512811
-4311.891532,2880,2359.840339
-8819.170027,2880,2371.68759
-4558.703177,2880,2381.79616
-3816.822522,2880,2391.9083
-984.695201,2880,2403.752805
-5717.233329,2880,2413.857953
-2346.193842,2880,2425.696193
-4091.869542,2880,2455.021101
-10379.961395,2880,2465.131356
-6688.609206,2880,2476.978724
-3951.9568,2880,2487.091141
-17123.008731,2880,2498.941098
-12167.2325,2880,2509.056692
-6310.427225,2880,2519.170619
-4123.545433,2880,2550.269662
-10709.958332,2880,2560.36483
-6675.987264,2880,2572.212107
-3795.805741,2880,2582.314463
-17200.40719,2880,2592.419456
-4966.949192,2880,2604.275462
-6123.936897,2880,2614.390568
-4135.264715,2880,2645.479395
-10257.173078,2880,2655.59738
-6331.216489,2880,2667.455598
-3725.242704,2880,2677.559292
-16477.461854,2880,2687.679824
-4720.156553,2880,2699.537065
-5775.789683,2880,2709.651342
-3947.464781,2880,2740.714928
-10050.665706,2880,2750.831743
-6262.930794,2880,2760.95542
-2310.048776,2880,2772.811274
-16491.675923,2880,2782.93264
-4893.080095,2880,2794.807477
-5733.102147,2880,2804.924956
-3766.239113,2880,2834.259155
-9924.334041,2880,2846.114219
-2335.019132,2880,2856.223437
-3732.60753,2880,2868.068902
-4771.79329,2880,2878.182019
-5428.136665,2880,2888.294173
-5805.815213,2880,2900.155832
-4017.636073,2880,2929.520588
-9702.309244,2880,2941.394252
-2495.207753,2880,2951.525139
-3725.838747,2880,2961.647779
-16054.199429,2880,2973.513005
-10895.800466,2880,2983.638137
-5855.344608,2880,2995.504296
-4172.219453,2880,3024.850007
-9853.382162,2880,3034.980559
-6152.840963,2880,3046.847006
-3788.247367,2880,3056.968456
-16075.426285,2880,3068.824973
-10943.721313,2880,3078.965476
-5902.219726,2880,3090.854299
-4141.139445,2880,3120.21145
-10055.058461,2880,3130.32066
-6117.115988,2880,3142.184769
-3659.382733,2880,3152.307019
-15994.453351,2880,3164.176264
-10869.361668,2880,3174.296926
-5790.110708,2880,3184.421391
-4052.896639,2880,3215.501474
-4253.455202,2880,3225.607945
-3691.036058,2880,3237.453644
-8167.771853,2880,3247.562488
-5434.133985,2880,3257.665989
-2203.589683,2880,3269.515329
-3996.057597,2880,3279.616651
-4063.937159,2880,3310.720535
-4308.013625,2880,3320.806428
-3794.647116,2880,3330.917289
-962.495476,2880,3342.769219
-5589.428432,2880,3352.89295
-2237.717707,2880,3364.751596
-4122.986865,2880,3394.086417
-8496.350252,2880,3404.19554
-9957.674285,2880,3416.042876
-2376.082601,2880,3426.1521
-3611.65351,2880,3438.017556
-4738.594771,2880,3448.135175
-5139.332939,2880,3458.245315
-5905.163374,2880,3489.341902
-8673.776065,2880,3499.448227
-10020.591773,2880,3511.293722
-2389.831247,2880,3521.395271
-3737.004391,2880,3533.235069
-4725.007712,2880,3543.345975
-5318.00354,2880,3553.448134
-5828.505087,2880,3584.49982
-8686.626265,2880,3594.600352
-10081.612523,2880,3606.43547
-2324.14741,2880,3616.535239
-3665.32151,2880,3626.637051
-16547.389626,2880,3638.475327
-11366.325263,2880,3648.577418
-5895.702711,2880,3679.605365
-10156.491146,2880,3689.71508
-6427.813599,2880,3699.817006
-2365.061938,2880,3711.659397
-16710.292913,2880,3721.769704
-4947.940322,2880,3733.630208
-5834.424006,2880,3743.743853
-3844.929653,2880,3773.075947
-8795.617486,2880,3784.929128
-4187.491122,2880,3795.032832
-3632.993045,2880,3806.887152
-8631.809019,2880,3816.999826
-5252.475703,2880,3827.123693
-2235.697302,2880,3838.990729
-3874.602598,2880,3868.321106
-8710.522041,2880,3880.190876
-4221.362111,2880,3890.296589
-3622.365109,2880,3900.408033
-952.319589,2880,3912.262447
-5315.281006,2880,3922.369159
-2273.548159,2880,3934.221883
-3976.448584,2880,3963.542118
-8832.169045,2880,3975.400636
-4121.010211,2880,3985.50008
-3832.321781,2880,3995.619629
-939.075826,2880,4007.46419
-5308.795536,2880,4017.587043
-2254.473337,2880,4029.427468
-3803.364826,2880,4058.756964
-9859.405985,2880,4068.870707
-6143.461041,2880,4080.723991
-3697.39267,2880,4090.833964
-16371.619427,2880,4102.681702
-11093.560704,2880,4112.796259
-5708.807936,2880,4122.91223
-3744.4568,2880,4153.967011
-9860.715182,2880,4164.057744
-6032.039712,2880,4175.901128
-3563.955866,2880,4186.000056
-16366.638584,2880,4196.109288
-4521.591822,2880,4207.961145
-5593.290822,2880,4218.06821
-3703.075359,2880,4249.143716
-9869.345037,2880,4259.29845
-6007.014245,2880,4269.409729
-2243.694196,2880,4281.26093
-16451.510452,2880,4291.387095
-4605.525012,2880,4303.247201
-5621.32033,2880,4313.355832
-3685.980367,2880,4342.75419
-8393.195045,2880,4354.682387
-3858.812693,2880,4364.818253
-3331.977637,2880,4376.727338
-8308.634654,2880,4386.892497
-5106.554567,2880,4398.816576
-5588.564165,2880,4408.978128
-3630.483096,2880,4438.371959
-9885.916112,2880,4450.214277
-2149.160276,2880,4460.318874
-3495.322811,2880,4472.179226
