,comfort_deviation,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,R,original_r,price,comfort_deviation_max,episode
0,1.1707075060364327,349.5189208984375,5.5455682535555955,6.548128295254832,22.31678971540981,36.86698913574219,-0.00863621011376381,-0.9348726868629456,37.72426362038664,4.799332586776469,5.0
1,0.09265009966207378,339.9470520019531,5.040071980873866,6.548128295254832,21.01452081306331,34.233402252197266,-0.0034985963720828295,-0.3862684965133667,37.72426362038664,0.30260384145590535,12.0
2,1.1244859905372732e-05,350.875,5.100898856382902,6.548128295254832,21.158454358385807,34.53508758544922,-0.003156724153086543,-0.35085952281951904,37.72426362038664,0.019141179009000808,19.0
3,6.180127731452379e-08,362.0201110839844,5.188042299808224,6.548128295254832,21.37050677586282,34.97413635253906,-0.0031313158106058836,-0.3619908094406128,37.72426362038664,0.0005274739018794605,26.0
4,6.180127731452379e-08,362.8412780761719,5.193534685605859,6.548128295254832,21.38385187265414,35.00177764892578,-0.003313364228233695,-0.362815260887146,37.72426362038664,0.0005274739018794605,32.0
5,6.180127731452379e-08,351.7175598144531,5.115852322408468,6.548128295254832,21.195772531636187,34.611541748046875,-0.0033368647564202547,-0.3516893684864044,37.72426362038664,0.0005274739018794605,39.0
6,5.966022642774606e-06,353.2905578613281,5.153095127389437,6.548128295254832,21.289719997650405,34.803123474121094,-0.003311153268441558,-0.3532692790031433,37.72426362038664,0.007858335513763137,46.0
7,0.008483347326221967,347.8256530761719,5.118084794814209,6.548128295254832,21.205789814540374,34.62821960449219,-0.0033206853549927473,-0.35204339027404785,37.72426362038664,0.2921986701506043,53.0
8,0.004544954891962355,347.21502685546875,5.100867194491512,6.548128295254832,21.162243019400186,34.539512634277344,-0.003328174352645874,-0.34945833683013916,37.72426362038664,0.21684647620861597,60.0
9,0.002773296400381461,348.53875732421875,5.115036288844275,6.548128295254832,21.197208191918808,34.61147689819336,-0.003350624116137624,-0.34989622235298157,37.72426362038664,0.17632511936816186,67.0
10,0.0038268165830250087,347.5213623046875,5.103452601181327,6.548128295254832,21.168508013628205,34.55250930786133,-0.003371121594682336,-0.34940510988235474,37.72426362038664,0.19358748857312236,74.0
11,0.00966605186497766,344.081787109375,5.06319152804612,6.548128295254832,21.068824303709906,34.34763717651367,-0.0033445924054831266,-0.3488815724849701,37.72426362038664,0.1652112770491989,81.0
12,0.0010881359403223398,344.222412109375,5.049176999344532,6.548128295254832,21.032782043081298,34.27473068237305,-0.0033165295608341694,-0.34472835063934326,37.72426362038664,0.057020021481580585,88.0
13,0.004257733364559901,344.1429443359375,5.0572984808208075,6.548128295254832,21.05348606625909,34.3167610168457,-0.0033327657729387283,-0.3462355136871338,37.72426362038664,0.1232075801294279,95.0
14,0.0002633483477016637,345.6951904296875,5.066469892671558,6.548128295254832,21.075536742909723,34.36265563964844,-0.003364796517416835,-0.34578970074653625,37.72426362038664,0.03824941259286163,102.0
15,0.0007152493038894356,345.21368408203125,5.064619036275494,6.548128295254832,21.07142197206553,34.35378646850586,-0.0033813000191003084,-0.34553369879722595,37.72426362038664,0.05463622734074036,109.0
16,0.0052383246962068915,345.1961364746094,5.073130123751313,6.548128295254832,21.093374333310223,34.39813995361328,-0.003376629902049899,-0.34777891635894775,37.72426362038664,0.12672900253505404,116.0
17,0.005373147690855872,345.55255126953125,5.078893599467702,6.548128295254832,21.107803787153024,34.42765426635742,-0.0033664396032691,-0.34820613265037537,37.72426362038664,0.14973086813148484,123.0
18,0.005553446187136113,343.3498229980469,5.038224160696113,6.548128295254832,21.005682662394655,34.21902084350586,-0.0033525051549077034,-0.3460870087146759,37.72426362038664,0.06747805264323148,130.0
19,0.0023344673547742493,343.73583984375,5.046954203477565,6.548128295254832,21.027591661554954,34.263790130615234,-0.0033467435277998447,-0.3448646664619446,37.72426362038664,0.07619602244492896,137.0
20,0.004086500952311945,343.5322265625,5.0427932315170505,6.548128295254832,21.01701662805257,34.24229431152344,-0.0033675895538181067,-0.3455372154712677,37.72426362038664,0.09049111174073587,144.0
21,0.009279201496402788,343.2928466796875,5.037512786455308,6.548128295254832,21.003746542758236,34.21519470214844,-0.0034270731266587973,-0.3478931486606598,37.72426362038664,0.09893605045926179,151.0
22,0.012904441516642306,343.8134765625,5.039427559004412,6.548128295254832,21.008063962301136,34.22443389892578,-0.0034297991078346968,-0.3502257764339447,37.72426362038664,0.10729569718778365,157.0
23,0.0073841870708823585,344.2888488769531,5.043410556660621,6.548128295254832,21.017913000950873,34.244686126708984,-0.0033915219828486443,-0.3479413092136383,37.72426362038664,0.07691158436042045,164.0
24,0.0014318975828530969,344.5355529785156,5.048819670104708,6.548128295254832,21.0315637563106,34.27251434326172,-0.003365464275702834,-0.34521228075027466,37.72426362038664,0.056420756435581865,171.0
25,0.0001788028008486146,345.7542419433594,5.0579503791495135,6.548128295254832,21.053699647103386,34.318424224853516,-0.0033831496257334948,-0.3458045423030853,37.72426362038664,0.03638723357692086,178.0
26,9.715545066226567e-06,347.5066223144531,5.0708562688551755,6.548128295254832,21.08498178482672,34.38330078125,-0.0034087346866726875,-0.34747469425201416,37.72426362038664,0.007232486246710579,185.0
27,4.182014819036911e-06,347.32269287109375,5.068578388817569,6.548128295254832,21.07939671530836,34.37178039550781,-0.0034280826803296804,-0.3472886383533478,37.72426362038664,0.006049707273799498,192.0
28,6.936058848506477e-08,346.5531921386719,5.067618203871541,6.548128295254832,21.077938787723593,34.367977142333984,-0.003409626195207238,-0.3465171754360199,37.72426362038664,0.0005919926227200278,199.0
