,dataset_id,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,blow_air,gains,comfort_deviation
15070,12/2016,943.6559943848628,11491.221661780275,2.285,20.99825660198676,43.697,,682.75,0.0189984498736706
15071,12/2016,262.3839921051996,3827.9817709218746,2.29,21.01640698152094,36.846,,682.75,0.0017433980132395
15072,12/2016,266.3874320553176,3949.520668784259,2.295,21.01738692072289,36.2338,,682.75,0.0
15073,12/2016,432.6039199973568,6152.283201033496,2.3,21.01021386186957,37.8307,False,682.75,0.0
15074,12/2016,265.77254463288614,4008.204300636741,2.305,20.99556892226385,35.5888,,682.75,0.0044310777361502
15075,12/2016,522.9362364563448,7326.850290012573,2.31,20.97867518497394,38.4089,,682.75,0.0213248150260589
15076,12/2016,371.3174486762934,5436.878795658006,2.315,20.96257617478805,36.7322,,682.75,0.0374238252119489
15077,12/2016,944.3038165322188,11722.22145356443,2.32,20.96018251069748,43.006,False,682.75,0.0402803496126935
15078,12/2016,206.93568225885176,3139.392653279766,2.325,20.96070789186417,35.3809,,682.75,0.0398174893025178
15079,12/2016,84.61757575972985,1376.555300102674,2.33,20.938126231864818,32.6836,,682.75,0.0618737681351824
15080,12/2016,330.5538532664745,5013.199118406333,2.335,20.90198632744704,35.4029,,682.75,0.0980136725529625
15081,12/2016,184.76197678474065,2968.483544010849,2.34,20.857850229706944,33.1781,False,682.75,0.1421497702930558
15082,12/2016,882.3594454408554,11514.98375542574,2.5575,20.829251663944216,41.352,,682.75,0.1707483360557837
15083,12/2016,907.0303707340988,11515.090623206232,2.775,20.834490238761845,42.6135,,682.75,0.1715190312838999
15084,12/2016,76.77869776884948,1255.82697506819,2.9925,20.839926482874475,33.1166,,682.75,0.1655097612381553
15085,12/2016,829.5395881411897,10863.201108660667,3.21,20.848057670241047,41.8693,False,682.75,0.1604221616564949
15086,12/2016,804.0220890573229,10463.137742530253,3.425,20.88051014184107,42.3202,,682.75,0.1519423297589526
15087,12/2016,22.35076923387092,374.8315825507216,3.64,20.90469564446841,32.762,,682.75,0.1194898581589285
15088,12/2016,441.85673892161446,6557.8484757618935,3.855,20.915554362826413,37.7187,,682.75,0.0953043555315851
15089,12/2016,170.32973767507607,2797.795148398998,4.07,20.920329345121363,33.9889,False,682.75,0.0844456371735873
15090,12/2016,471.5476930644537,7098.98478326474,4.2875000000000005,20.923317232943887,37.5864,,682.75,0.0796735696523534
15091,12/2016,121.21799325031978,2074.757650780633,4.505000000000001,20.921687815843992,32.7841,,682.75,0.0783121841560081
15092,12/2016,359.02876461754875,5741.852371647895,4.7225,20.91480480947217,35.6563,,682.75,0.0851951905278305
15093,12/2016,245.97071200206395,4118.596531014829,4.94,20.90813308459729,34.0626,False,682.75,0.0918669154027078
15094,12/2016,191.4257820463613,3301.89806581859,4.9975000000000005,20.89354936283977,32.9437,,682.75,0.1064506371602291
15095,12/2016,182.9724492057406,3202.803855339111,5.055,20.87029570451089,32.4147,,682.75,0.129704295489109
15096,12/2016,210.5790271205062,3683.237723140149,5.1125,20.84099790505561,32.4991,,682.75,0.1590020949443875
15097,12/2016,175.4882945174699,3136.1566012005424,5.17,20.806444620914267,31.6965,False,682.75,0.1935553790857334
15098,12/2016,582.4773534539578,9019.318773848956,5.23,20.782692722375945,37.3963,,682.75,0.2173072776240552
15099,12/2016,236.2835164607633,4074.294080470884,5.29,20.768486914031385,33.2325,,682.75,0.2315130859686149
15100,12/2016,241.55332365487985,4183.330689820491,5.35,20.7508816750986,33.1162,,682.75,0.2491183249013993
