,dataset_id,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,blow_air,gains,comfort_deviation
51,1/2016,22.050403335457325,488.7420545307083,6.3425,21.30161169943606,23.9354,,1966.6,0.0
52,1/2016,64.35150529375288,1402.1086269507618,6.25,21.311072823326835,24.5744,False,1966.6,0.0
53,1/2016,25.607125303100958,569.5877357200063,6.1575,21.31721274147341,23.6154,,1966.6,0.0
54,1/2016,120.9471073672954,2574.7146233785866,6.065,21.3213110106931,25.3799,,1966.6,0.0
55,1/2016,512.1360568950473,9279.112620213004,5.9725,21.32927964639067,31.8965,,1966.6,0.0
56,1/2016,12.272291102459436,271.3830358313436,5.88,21.338625506926636,23.608,False,1966.6,0.0
57,1/2016,108.85758824975912,2305.235636256045,5.7875,21.34498545878466,25.343,,1966.6,0.0
58,1/2016,78.42688241755984,1684.0332709349111,5.695,21.34959344485767,24.6762,,1966.6,0.0
59,1/2016,70.10848534498028,1511.9182564995783,5.6025,21.35218590771013,24.4097,,1966.6,0.0
60,1/2016,41.027925607634494,897.7200272407924,5.51,21.352519995579723,23.7132,False,1966.6,0.0
61,1/2016,137.2225076570276,2865.296589185524,5.324999999999999,21.351578026200045,25.5009,,1966.6,0.0
62,1/2016,49.66255819113736,1075.8869227205748,5.14,21.349497016991528,23.7892,,1966.6,0.0
63,1/2016,84.86417004406266,1804.6937234175043,4.955,21.34577669502521,24.3947,,1966.6,0.0
64,1/2016,98.697455502873,2078.707897336254,4.77,21.34122037981044,24.6248,False,1966.6,0.0
65,1/2016,571.9903622129669,9938.184130474208,4.5875,21.34124874338152,32.268,,1966.6,0.0
66,1/2016,122.87902097757996,2506.946839433529,4.404999999999999,21.34497387278304,25.6026,,1966.6,0.0
67,1/2016,39.31553012928952,831.9450907054443,4.2225,21.34616467173344,23.9159,,1966.6,0.0
68,1/2016,134.62494431999426,2724.706433567049,4.04,21.345367674049744,25.5886,False,1966.6,0.0
69,1/2016,164.32509742784572,3269.907643668179,3.8575,21.344323672682656,26.1124,,1966.6,0.0
70,1/2016,10.089615449834046,214.69767956494715,3.675,21.341318387259644,23.1679,,1966.6,0.0
71,1/2016,144.49099463139092,2888.6645967489685,3.4925,21.33649248630259,25.5755,,1966.6,0.0
72,1/2016,38.40613267976216,802.7408304105217,3.31,21.33029924026892,23.568,False,1966.6,0.0
73,1/2016,152.22242102028466,3018.240601243318,3.1575,21.32315797729452,25.5944,,1966.6,0.0
74,1/2016,174.17331674927976,3405.475359120542,3.005,21.316758815349605,26.02,,1966.6,0.0
75,1/2016,741.6214483481039,11751.104057087496,2.8525,21.31668046957785,34.2169,,1966.6,0.0
76,1/2016,469.6324155524108,7999.177212635159,2.7,21.32451019494237,31.2449,False,1966.6,0.0
77,1/2016,110.25736592184238,2141.5172537266403,2.545,21.33286189973115,25.8493,,1966.6,0.0
78,1/2016,437.8497794658302,7470.285751919733,2.39,21.34156404542379,30.8784,,1966.6,0.0
79,1/2016,3.675292704636548,74.28233271814877,2.2350000000000003,21.34885637555472,23.9277,,1966.6,0.0
80,1/2016,22.59543440480907,454.5511818447036,2.08,21.350655601665416,23.9705,False,1966.6,0.0
81,1/2016,475.6048121890335,7986.072698052502,1.9275,21.352935051829864,31.0533,,1966.6,0.0
82,1/2016,567.1652760812602,9138.124083883977,1.775,21.36089687239322,32.5143,,1966.6,0.0
83,1/2016,91.18732262688816,1739.5793437998732,1.6225,21.36944988737045,25.6863,,1966.6,0.0
84,1/2016,8.463961306458781,167.97289032997054,1.47,21.372923103271592,23.9366,False,1966.6,0.0
85,1/2016,800.3796602897692,11955.599013890178,1.4525,21.379209511371325,35.1127,,1966.6,0.0
86,1/2016,75.02987990591127,1432.435532535838,1.435,21.38808415189173,25.4735,,1966.6,0.0
87,1/2016,3.8097099162097754,75.57767922641675,1.4175,21.391873502624996,23.9011,,1966.6,0.0
88,1/2016,2.879044356982434,57.56256834812218,1.4,21.390494371256825,23.5657,False,1966.6,0.0
89,1/2016,8.415117325818024,168.87454249807217,1.3824999999999998,21.38477498998953,23.397,,1966.6,0.0
90,1/2016,-10.290545145022042,-209.4766135224554,1.365,21.37517682903505,22.7959,,1966.6,0.0
91,1/2016,102.52818842441296,1990.6314654236917,1.3475,21.363498974440272,24.7084,,1966.6,0.0
92,1/2016,3.654671922727333,74.32097204031142,1.33,21.35011930328347,22.8031,False,1966.6,0.0
93,1/2016,513.024838748334,8524.346299807112,1.31,21.339699023867382,30.8578,,1966.6,0.0
94,1/2016,294.5441555823217,5242.467826393751,1.29,21.33475306448532,28.1351,,1966.6,0.0
95,1/2016,10.711950612206188,214.3757343578536,1.27,21.32914908430729,23.4006,,1966.6,0.0
96,1/2016,0.3256321855716773,6.583131909270696,1.25,21.319792251718333,22.967,False,1966.6,0.0
97,1/2016,15.389260897862185,311.5027292437926,1.385,21.307731319847164,23.0469,,1966.6,0.0
98,1/2016,4.346911112815483,89.09718943503049,1.52,21.29346057468084,22.6632,,1966.6,0.0
99,1/2016,16.430300519352766,337.1911942939006,1.655,21.277392064233723,22.7416,,1966.6,0.0
100,1/2016,197.00562596263663,3749.558742661924,1.79,21.262252172161983,25.9424,False,1966.6,0.0
101,1/2016,1.2212317973525315,25.39650346919977,1.925,21.247567293758152,22.4558,,1966.6,0.0
102,1/2016,40.427967392086806,830.6092926381989,2.06,21.23159452481971,23.0855,,1966.6,0.0
103,1/2016,122.90853401353776,2442.522051450584,2.1950000000000003,21.2161334687361,24.5808,,1966.6,0.0
104,1/2016,97.9442609008186,1972.1243157160284,2.33,21.20182924705456,24.1736,False,1966.6,0.0
105,1/2016,-2.5231890573886218,-53.449914584811566,2.465,21.186939060076018,22.207,,1966.6,0.0
106,1/2016,708.180300484996,11409.473600741629,2.6,21.17800630447659,33.3245,,1966.6,0.0
107,1/2016,420.4944271046304,7389.568310583609,2.7350000000000003,21.178487742436623,30.0448,,1966.6,0.0
108,1/2016,16.646761285180347,344.9351670825601,2.87,21.179877694753834,23.5092,False,1966.6,0.0
109,1/2016,480.60449502189294,8275.31102841334,2.885,21.18272690430754,30.9965,,1966.6,0.0
110,1/2016,17.239574562490915,356.13144393128465,2.9000000000000004,21.18640471624096,23.6638,,1966.6,0.0
111,1/2016,12.663903704299567,263.89816244749125,2.915,21.185926800041237,23.3174,,1966.6,0.0
112,1/2016,9.71690772371877,203.9661492119644,2.93,21.18182352123104,23.0298,False,1966.6,0.0
113,1/2016,744.0075012009369,11835.55918627159,2.9475,21.182290012326888,34.156,,1966.6,0.0
114,1/2016,5.577728239625609,116.05396531232358,2.965,21.18596964940253,23.4286,,1966.6,0.0
115,1/2016,-3.8308416932053695,-80.63939024111832,2.9825,21.18515043158587,22.9627,,1966.6,0.0
116,1/2016,13.573923529482302,285.13283238703343,3.0,21.180632537094603,23.0665,False,1966.6,0.0
117,1/2016,121.47166777951564,2437.343843162646,3.015,21.17461206668929,24.9716,,1966.6,0.0
118,1/2016,4.848034584518468,102.83549003289492,3.03,21.167085272016305,22.6894,,1966.6,0.0
119,1/2016,23.04517979313996,486.73509944222826,3.045,21.157122090316307,22.8824,,1966.6,0.0
120,1/2016,29.46916887970218,622.5880274974147,3.06,21.145417677738028,22.8851,False,1966.6,0.0
