,comfort_deviation,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,R,original_r,price,comfort_deviation_max,episode
0,2.414163817268528,285.34906005859375,4.746811717625556,6.548128295254832,27.839915343923792,34.88926696777344,-0.011936701834201813,-3.09899640083313,37.72426362038664,9.345934354544596,6.0
1,3.999265812178936,21.50518226623535,0.49942573916514016,6.548128295254832,17.216604400265474,18.169221878051758,-0.011759044602513313,-4.020754814147949,37.72426362038664,11.200504153809039,13.0
2,4.494000316086238,10.352641105651855,0.2206027072112883,6.548128295254832,16.59419093254325,17.153179168701172,-0.012345823459327221,-4.504829406738281,37.72426362038664,11.561229786948106,20.0
3,3.1163336806704027,42.968021392822266,0.9149167100867823,6.548128295254832,18.29632335463435,19.84891128540039,-0.008176417089998722,-3.1673028469085693,37.72426362038664,10.420383498391029,27.0
4,3.7540247366652344,29.219362258911133,0.6654977267362531,6.548128295254832,17.589991417460787,18.776975631713867,-0.00925704650580883,-3.7846312522888184,37.72426362038664,11.151650052164202,34.0
5,3.143590709885141,58.448936462402344,1.2716047505136114,6.548128295254832,18.935195408820007,20.976123809814453,-0.007942570373415947,-3.221566915512085,37.72426362038664,10.48923850747507,41.0
6,3.3279463422048092,55.42061233520508,1.2201764560541914,6.548128295254832,18.815653458897717,20.784591674804688,-0.008500823751091957,-3.399024248123169,37.72426362038664,10.74830683805624,48.0
7,1.6417024606494461,96.53629302978516,1.8897329554930722,6.548128295254832,20.33602575483622,23.24840545654297,-0.004447299987077713,-1.7806389331817627,37.72426362038664,6.636170888546182,55.0
8,2.2345920880186694,68.53352355957031,1.414394137844679,6.548128295254832,19.243799971783037,21.484312057495117,-0.005825827829539776,-2.3214175701141357,37.72426362038664,7.743382310846684,62.0
9,2.0819706031734913,70.7054214477539,1.4229785341789098,6.548128295254832,19.26574942609427,21.518749237060547,-0.0054971808567643166,-2.1704342365264893,37.72426362038664,6.949906626770069,69.0
10,1.8042977332028907,80.51254272460938,1.6029632416676554,6.548128295254832,19.721055079152396,22.232866287231445,-0.004885750822722912,-1.9065864086151123,37.72426362038664,6.255631937644649,76.0
11,1.5130981338040317,83.64805603027344,1.6133973775408599,6.548128295254832,19.754077006651556,22.28153419494629,-0.004229071084409952,-1.6303739547729492,37.72426362038664,4.7647515763876385,83.0
12,1.4303930869732808,84.87976837158203,1.6002982259582341,6.548128295254832,19.721666837576514,22.230335235595703,-0.004108182620257139,-1.5573570728302002,37.72426362038664,4.221848199936929,90.0
13,0.7149867044418103,107.48848724365234,1.9239239919400384,6.548128295254832,20.572647135476945,23.550512313842773,-0.0023477172944694757,-0.8820235729217529,37.72426362038664,2.6796238599256803,97.0
14,0.5318961058395595,110.65279388427734,1.953815976233076,6.548128295254832,20.71324236494768,23.74187469482422,-0.0019120160723105073,-0.713659942150116,37.72426362038664,1.9032980033471283,104.0
15,0.2061412382523704,130.62542724609375,2.2157799537602965,6.548128295254832,21.370578202252872,24.774639129638672,-0.001102094305679202,-0.4078572392463684,37.72426362038664,1.3317579515440237,111.0
16,0.15155764299505028,135.5632781982422,2.2814166390413977,6.548128295254832,21.54602211462856,25.045509338378906,-0.0009825394954532385,-0.3599722683429718,37.72426362038664,1.2060576594948422,118.0
17,0.382574634769897,120.44892120361328,2.0870180314527875,6.548128295254832,21.051932060999114,24.27140235900879,-0.001562724937684834,-0.5639421939849854,37.72426362038664,1.8497223438562216,124.0
18,0.5741160296291848,110.17384338378906,1.9440263018928639,6.548128295254832,20.708035691623056,23.724496841430664,-0.0020750146359205246,-0.741202712059021,37.72426362038664,2.0625427036562662,131.0
19,0.5961976867963847,109.92337799072266,1.9222986205495725,6.548128295254832,20.68985155742053,23.679418563842773,-0.002162431599572301,-0.7646872401237488,37.72426362038664,1.987827899269842,138.0
20,0.5964706286229177,109.87881469726562,1.923807743977369,6.548128295254832,20.692693276691173,23.684112548828125,-0.002169972751289606,-0.760938286781311,37.72426362038664,1.9778782545712446,145.0
21,0.5383727062182988,114.81230926513672,1.9976801099252408,6.548128295254832,20.931460455452825,24.03468132019043,-0.0020385682582855225,-0.708662748336792,37.72426362038664,2.0796955496265106,152.0
22,0.4216161706729144,119.68997192382812,2.0492558995926315,6.548128295254832,21.03830919638958,24.21345329284668,-0.0017368419794365764,-0.5969203114509583,37.72426362038664,1.8101831419058598,159.0
23,0.44213646375226756,117.272216796875,2.0154021121653187,6.548128295254832,20.968992759624637,24.097095489501953,-0.0018451011274009943,-0.6276383399963379,37.72426362038664,1.8412963034555894,166.0
24,0.30393711911456506,123.4210433959961,2.0975561652325996,6.548128295254832,21.197844752866917,24.446250915527344,-0.0014933210331946611,-0.5026940703392029,37.72426362038664,1.5797524442283049,173.0
25,0.36213886387731237,120.52027130126953,2.052007769111066,6.548128295254832,21.085883910300705,24.268991470336914,-0.0016766907647252083,-0.5602728128433228,37.72426362038664,1.7223002439427333,180.0
26,0.3639344526420688,121.50467681884766,2.0842203261563146,6.548128295254832,21.18605257427275,24.41732406616211,-0.001693790894933045,-0.5609146952629089,37.72426362038664,1.745172659867933,187.0
27,0.4508911722139415,117.44048309326172,2.0124830568166736,6.548128295254832,20.98504082203157,24.1112060546875,-0.0019357228884473443,-0.6354596614837646,37.72426362038664,1.850915746138714,194.0
28,0.37969040571340945,119.84375,2.035950199432134,6.548128295254832,21.049101737303033,24.20945930480957,-0.0017465625423938036,-0.5685265064239502,37.72426362038664,1.6629979930930965,201.0
